release_mbid,artist_name,release_name,release_year,release_genres
770595a8-b017-3e27-a315-dfc22133e426,Jackie McLean,"Swing, Swang, Swingin’",1959,jazz
62c28d3c-6cc2-310f-ab00-5740e8240753,John Lee Hooker,The Country Blues of John Lee Hooker,1959,delta blues; blues; country blues
ae7abfa4-232b-3306-9796-51c95bc8a066,Dinah Washington,What a Diff'rence a Day Makes!,1959,easy listening; jazz; pop; vocal
ac4c24af-d109-3f09-b751-b117f4d8a10e,Amália Rodrigues,Amália à l'Olympia,1957,fado
8f0d6978-dde9-30f4-8821-68546b10e638,Kenny Burrell,All Night Long,1957,jazz
c5721ce7-2b69-35b9-81a0-735dd3b032cc,Frank Loesser,Guys and Dolls,1950,musical; soundtrack
3e092dbe-dfa5-30ff-8082-1e75e398298e,Chet Baker,Chet,1959,jazz and blues; jazz
903d5fe8-ab43-33b2-9411-6738af50de19,Miles Davis,Birth of the Cool,1957,miles davis; bebop; cool jazz; jazz; bop
5879cfca-e1d0-3ef4-8014-3b284832ed18,Ornette Coleman,The Shape of Jazz to Come,1959,avant-garde jazz; jazz; free jazz
2978c580-9123-3ca5-bf60-6a6e45ad2c4a,Miles Davis,Blue Haze,1956,jazz; trumpet jazz; jazz instrument; hard bop; miles davis
231d8c55-96b4-3a25-a7d5-912b41c31508,Mose Allison,Autumn Song,1959,jazz
a447998c-5da3-33f6-9552-7098096c1392,Duke Ellington and His Orchestra,Jazz Party,1959,jazz; big band; swing
415d7b60-41eb-3ead-a7d7-cbb148742268,Dizzy Gillespie,Duets,1958,jazz
7d841be0-451f-33de-8c8b-9881c97a0b3f,Charles Mingus,The Charles Mingus Quintet + Max Roach,1955,jazz
39402cf4-888f-3af0-9d0c-0dc7e80baa35,Miles Davis,Blue Moods,1955,jazz instrument; hard bop; miles davis; jazz; trumpet jazz; cool
cf29d6a2-a18a-3bb6-a861-495148baee1f,Sonny Rollins,Saxophone Colossus,1957,jazz; hard bop
bfef11b6-1f2e-3a68-858c-429bde6b30fc,Tom Lehrer,An Evening Wasted With Tom Lehrer,1959,pop; comedy; non-music
5fbe740a-c497-3907-bcba-dd72415848fd,Thelonious Monk,Thelonious Monk Plays Duke Ellington,1956,bebop; contemporary jazz; jazz
6a8ec885-544e-3b31-859a-a73289a01421,Ella Fitzgerald,Ella and Louis,1956,1–4 wochen; english; offizielle charts; vocal jazz; jazz; smooth jazz
c503ae7a-1379-3571-b216-48e1f722c8f9,Blue Mitchell,Out of the Blue,1959,jazz
23ef2ca2-578f-3658-ae9c-cf22bbaeb3b3,The Dave Brubeck Quartet,Gone With the Wind,1959,cool jazz; jazz
068d0035-7a81-34f7-a201-3201657aad99,Sonny Terry & Brownie McGhee,Brownie McGhee and Sonny Terry Sing,1958,blues; country blues; piedmont blues
e248d5fe-fd96-3f46-9075-3cc01ecccee2,Chet Baker,It Could Happen to You: Chet Baker Sings,1958,jazz; smooth jazz; free jazz
dfa518df-2c7b-38ed-871c-1bfa10b34a5c,Coleman Hawkins,The Genius of Coleman Hawkins,1957,jazz
0b0bcd45-ef72-3d17-bb82-885bbaff231e,Benny Carter,Jazz Giant,1958,jazz
837bfdf2-9c5d-3fb0-ba2e-f7b8be172f67,Eddie “Lockjaw” Davis,"The Eddie ""Lockjaw"" Davis Cookbook, Volume 2",1959,jazz; soul jazz; jazz and blues; hard bop
933c977e-8312-353e-b4ef-55d0dd90bd30,Miles Davis,Dig,1956,jazz instrument; hard bop; miles davis; bebop; jazz; bop; trumpet jazz; cool
3f58e1c5-1516-3367-9d05-3c9887dc1443,The Modern Jazz Quartet,Concorde,1955,cool jazz; jazz; bop; third stream
f02223be-ba2d-3417-878d-f0bca2e9ba87,Herbie Mann,Just Wailin',1959,jazz; hard bop
3019d9aa-d8b1-3e62-8283-e20f58dfd4a1,Max Roach,"Deeds, Not Words",1958,jazz; hard bop
be3db52f-cd5d-3a82-b139-ea99e6a062a9,Thelonious Monk,Art Blakey’s Jazz Messengers With Thelonious Monk,1958,jazz; bop
69c9315d-927f-34f6-aa4f-dbef31f91344,Wardell Gray,"Wardell Gray Memorial, Volume 2",1955,jazz
d296eabb-8583-3f80-a323-ca503a82ed3c,Coleman Hawkins,Soul,1958,jazz; swing
bc25bf30-cfd2-36bd-baa1-123a76339890,Wolfgang Amadeus Mozart,Horn Concertos,1954,concerto; classical
8fa1aa89-75a8-3979-aea4-f27eab884414,Gene Krupa,Drummer Man,1956,jazz; big band; swing
a1d73778-faf7-3d2d-90c0-1bc8eb57f4ab,Michel Legrand,Legrand Jazz,1958,cool jazz; jazz; hard bop
510e738f-c133-3e62-9737-ce0f4eef7e05,Thad Jones,Mad Thad,1957,jazz; swing
194a812b-6879-394f-9a74-823a18ba03e0,Red Garland,Red in Blues-Ville,1959,jazz
b414f2f3-1e61-358c-8bae-2d51f535410f,Richard Strauss,Der Rosenkavalier,1957,opera; classical
846f2d2d-c3d4-3bda-b315-8338b7b7ef1d,Johnny Hartman,Songs From the Heart,1956,cool jazz; jazz
3331d4f3-d220-3173-8bfb-35b2c5e38347,Ahmed Abdul‐Malik,Jazz Sahara,1958,rough guide jazz; jazz; folk; modal jazz
f1d60bab-675d-35e1-9804-a28b28cc96da,Ravi Shankar,The Sounds of India,1958,country; lounge; 1950s; 1958; indian classical; folk; world; hindustani classical
97d0eec5-13fb-3c1d-88e1-bc30cc8cf5d0,Ornette Coleman,Tomorrow Is the Question! The New Music of Ornette Coleman!,1959,jazz; free jazz
eb4e3af6-dd66-37e2-812a-6ecd464775de,Dinah Shore,Chantez-Chantez / Honkeytonk Heart,1957,country; schlager; pop; vocal
aebc4ba6-93cb-3a92-85d5-9b20e0735f60,Abbey Lincoln,That’s Him!,1957,soul jazz; jazz
e1f10260-c362-3e38-b79e-c61b4a7d9cf2,Coleman Hawkins,Swingville: Coleman Hawkins With the Red Garland Trio,1959,jazz; swing
d3de7711-5732-34ee-a8aa-86322396628e,The Modern Jazz Quartet,Django,1956,cool jazz; jazz
6219caca-b0b9-3875-84c8-dea6945e33a7,Stan Getz,Stan Getz at The Shrine,1955,bebop; cool jazz; jazz
a4302a71-d3e0-36b8-b218-c632623f3000,Duke Ellington and His Orchestra,Such Sweet Thunder,1957,jazz
44e32e02-6732-36d4-9610-a7a049a514ef,Abbey Lincoln,Abbey Lincoln’s Affair... A Story of a Girl in Love,1957,jazz
98751176-cb06-36fa-9591-f028c650efa0,The Dave Brubeck Quartet,Brubeck Time,1955,cool jazz; jazz
3ec00147-068d-3ae2-82cf-444f43c60c92,Helen Merrill,Helen Merrill,1955,vocal jazz; jazz
a1402025-1c82-371b-aabb-6f4f7de400a8,Babatunde Olatunji,Drums of Passion,1959,country; folk; world; jazz; afrobeat; tribal
f8d5a1fd-04c9-338c-b1a4-811e3b65f684,Duke Ellington,Side by Side,1959,jazz
2ebeec96-6ef7-3d4d-943c-0b4a2af1d7cc,Elvis Presley,Elvis Presley,1956,passionate; rock & roll; energetic; rock and roll; male vocalist; love; urban; uplifting; warm; longing; rockabilly; playful; rebellious; pop; romantic
c0178fc2-3eb7-3391-b69d-6416ddbe77a3,Sonny Rollins,Freedom Suite,1958,jazz
85dcbd74-e8f6-31be-a2e3-1c322a5d1f7b,Billie Holiday,Body and Soul,1957,vocal jazz; jazz
cc0c7530-a135-3386-a682-0d33d14c876e,Miles Davis,Miles Ahead,1957,complex; passionate; lush; cool jazz; jazz; cool; instrumental; big band; orchestral; acoustic; calm; bop; third stream; romantic; mellow
8afab967-6fb4-32b4-96c2-7a1fec9cb01f,Allen Ginsberg,Howl and Other Poems,1959,spoken word; poetry; non-music
c6b9f04f-5689-35fe-8279-2e629bd14f3f,Barney Kessel,Kessel Plays Standards,1954,jazz
67d95db5-252b-38ea-9e98-4ad865aa9e12,Thelonious Monk,Monk,1956,jazz
581e5093-f6b5-31fd-8051-ac24c523680c,Tennessee Ernie Ford,The Star Carol,1958,pop; folk
8131cfe4-a4d7-36b6-9089-e3014dab4c3e,Thelonious Monk,Piano Solo,1954,bebop; jazz; hard bop
a0aabd83-2341-335d-a0d6-e0ea609b0b3f,Chet Baker,Chet Baker Sings,1954,cool jazz; discogs/the most popular album released every year from 1950 to 2020; jazz
2cd03f5b-d935-326f-9368-f34583f46570,Louis Armstrong,Louis Armstrong Meets Oscar Peterson,1957,vocal jazz; piano jazz; jazz instrument; mainstream jazz; jazz; trumpet jazz; vocal; traditional pop
2fa972a2-9165-3423-9ab1-38ed7b07e807,Abbey Lincoln,Abbey Is Blue,1959,jazz; hard bop
72641bf6-4da9-3cbc-8a11-2e4f03b571ec,Erroll Garner,Concert by the Sea,1956,jazz; electronic
cc77186c-4fad-379e-8bf5-f43589564d00,Sonny Boy Williamson,Down and Out Blues,1959,chicago blues; blues
8b1bde65-61cc-3362-9877-420fc587b678,Herb Ellis,Nothing but the Blues,1957,jazz
3d433cb3-22d7-3fcd-995d-15da3ad08362,Dinah Washington,For Those in Love,1955,jazz; big band; vocal jazz
2e4de05b-90fa-3cb6-b39d-e379f7043fe9,Stan Kenton,Kenton in Hi-Fi,1956,big band; jazz; progressive jazz; vocal; traditional pop
45ca10c9-2120-3c45-9af8-0cfd4d1fbb86,Stan Kenton,Portraits on Standards,1953,jazz
eefc02fd-ac87-3611-b6b3-df838a00f853,Ravi Shankar,India's Master Musician,1958,hindustani classical
813cf239-300e-358c-81a6-89823ec9fb10,Nat King Cole,Unforgettable,1952,easy listening; discogs/the most popular album released every year from 1950 to 2020; vocal jazz; jazz; pop; traditional pop
0270593d-afa1-3d0f-a4ea-aa604c5c2685,Ben Webster,King of the Tenors,1953,jazz; swing
c2638429-cadb-388d-9003-8aa22f7f7d86,Louis Armstrong,Louis and the Good Book,1958,early jazz; new orleans jazz; swing; jazz; vocal; gospel; vocal jazz; jazz instrument; dixieland; trumpet jazz; traditional pop
72dfe5ec-ba70-3d24-8467-dd6885f79918,Bobby Darin,Bobby Darin,1958,pop; big band; rockabilly
626a3486-a3ef-3cf6-bdda-11c55b529509,Elvis Presley,Elvis’ Christmas Album,1957,southern gospel; christmas music; early pop/rock; gospel; country gospel; pop/rock; english; 1–4 wochen; rock & roll; offizielle charts; ballad; rock and roll; christmas; blues; rhythm & blues; traditional gospel; holidays; rock; pop; pop rock; blues rock
7920d2b0-6061-36d4-a128-93ec89f89e3a,Thelonious Monk,Thelonious Monk & Sonny Rollins,1956,jazz; hard bop
00da4796-a49b-370f-8ac9-88cd90a4a5ac,Johnny Cash,The Fabulous Johnny Cash,1958,country; country gospel; rock & roll; rockabilly; jazz; traditional country; country-pop
f8718b6e-ba89-3341-8f87-a7ac479dbf3f,John Coltrane,Soultrane,1958,jazz; bop; hard bop
75ac1dd5-e8fd-3e07-b2cc-8f8574b09e74,Lou Donaldson,Blues Walk,1958,1–4 wochen; instrumental jazz; offizielle charts; hard bop; jazz
5bb0859a-b2f1-39cc-a4ec-5dc3869975e6,Yma Sumac,Mambo!,1955,easy listening; folk; exotica; latin; jazz; pop
8a5e1336-257c-3408-aa32-988b5a611897,Anita O’Day,Anita O'Day Sings the Winners,1958,vocal jazz; jazz
f2ec4c69-6cdd-31f8-a4d2-0fd09ec3d564,LaVern Baker,LaVern Baker Sings Bessie Smith,1958,jazz; blues
a60f71c7-56b4-3270-9c12-051f8c460d0c,Art Pepper,Art Pepper + Eleven,1959,jazz
c4d4589f-c6d0-31d1-a9cd-38e31e7cfa70,Charles Mingus,Pithecanthropus Erectus,1956,jazz; post bop
682395c6-0044-3c4e-889b-04b5ee270752,Johnny Mathis,Merry Christmas,1958,easy listening; big band; christmas; jazz; pop; classic pop vocals; christmas music; traditional pop
e822a0d2-1ed4-3e0d-847c-1b2261f76175,The Philadelphia Orchestra,Walt Disney’s Fantasia,1957,remastered; score; soundtrack; classical
38d3e3d0-05e0-31aa-b8d1-6b2fdb5cb4b2,Ravi Shankar,Music of India (Three Classical Ragas),1956,hindustani; indian classical; hindustani classical
4e7f4b9f-43a8-3a0b-928f-329fe9b28685,Chet Baker,Chet Baker Quartet featuring Russ Freeman,1953,jazz
4b643ca6-f317-3bd7-bc9d-cd28b1a561fa,Thad Jones,Detroit-New York Junction,1956,jazz; hard bop
472edc5d-fe40-3358-a14c-0f27f8bd4dc2,Nat King Cole,Penthouse Serenade,1952,jazz; pop; vocal jazz
d60a3486-7192-37ac-bbf0-d63c4c44377d,The Crickets,The “Chirping” Crickets,1957,rock & roll; rockabilly; rock; rock and roll; pop; pop rock
c9855e03-16f8-3017-8be3-d6629c8f125e,W.S. Gilbert,The Mikado,1957,opera; classical
84ff2a8c-4940-3728-b607-fcd169f1fd7f,Chris Connor,Sings Lullabys of Birdland,1956,cool jazz; jazz
dde2147b-0245-3e83-90d4-db667c2d005c,Sonny Rollins,Sonny Rollins Plus 4,1956,contemporary jazz; jazz; hard bop
70f3e516-4e76-3dc5-a261-e6c5cd6d71a1,Miles Davis,Porgy and Bess,1958,progressive big band; big band; hard bop; jazz; third stream; cool
e984cd67-c053-386f-a912-a873c4fc9ded,Harry Belafonte,Calypso,1956,easy listening; latin; calypso; pop; contemporary folk; mento; reggae
d4728983-fad6-38dc-bc60-b7417a8e3aa3,Gustav Mahler,Symphony No. 1 In D Major,1954,classical
e9d1dffb-dd5a-3922-8753-aadf589ca412,Maya Angelou,Miss Calypso,1957,calypso
c0c4e4a7-7629-384b-9a2a-bb35aca28ad6,Barney Kessel,"Barney Kessel, Volume 1: Easy Like",1956,jazz
6e26c331-1fa4-3efe-ba23-de2b29d4376f,Chet Atkins,Chet Atkins in Hollywood,1959,country; rock; new country
535caf00-b9c8-3a2a-91aa-a3ebe9dedb70,Clifford Brown,With Strings,1955,jazz; blues
2b4664d6-24f4-3ec5-b3c9-95363192be30,Juan García Esquivel,Exploring New Sounds in Stereo,1959,easy listening; latin; latin jazz; jazz; pop
764d0d9e-68b1-39fe-b1d1-eda104926777,Thelonious Monk,Brilliant Corners,1957,jazz; hard bop
e67a8008-e2a1-3df0-95d5-81c30c319175,Louis Armstrong,Satch Plays Fats: A Tribute to the Immortal Fats Waller,1955,vocal jazz; swing; jazz; ragtime
b647afe5-5bcd-3ba0-bcb0-793ebcb87dae,Bobby Darin,That's All,1959,easy listening; vocal jazz; jazz; pop; brill building; traditional pop; early pop
56ee9ee3-1e1b-36c4-8c5c-74928b2b0eca,Duke Ellington and His Orchestra,Indigos,1958,jazz; big band
05349803-7384-3b31-8afd-1d057e75d1de,Sarah Vaughan,In the Land of Hi-Fi,1955,pop/rock; vocal jazz; jazz; vocal; traditional pop; standards
95a6a9de-094e-3234-bca2-b7a6918b1d95,Ella Fitzgerald,Porgy & Bess,1957,american popular song; vocal jazz; swing; opera; musical; jazz; vocal; traditional pop; standards
bef61a9c-6bd6-319f-9424-4305908985a3,Ben Webster,Ben Webster Meets Oscar Peterson,1959,instrumental jazz; jazz
3fbff397-e54c-34be-8c6d-f76d1f0b8573,Ben Webster,Ben Webster and Associates,1959,jazz
d986aa1d-42d2-308a-a54b-d0339339ae01,Benny Goodman,The Famous 1938 Carnegie Hall Jazz Concert,1950,discogs/the most popular album released every year from 1950 to 2020; big band; 1940s; swing; jazz; ragtime
6fe9c297-7159-39da-8b69-98d1b03c85c9,Charlie Parker,Swedish Schnapps,1958,jazz
59404ca7-e67f-3adc-8123-fc03b9777f15,The Modern Jazz Quartet,Fontessa,1956,jazz
b676787c-296e-36ed-8663-5d1ceb61d9a8,Charles Mingus,Jazz Portraits: Mingus in Wonderland,1959,jazz
bae9e6bd-cb30-3207-84db-e908e9d9dc5c,The Count Basie Orchestra,April in Paris,1956,jazz
b3b6fa9e-ee4e-3e5f-95d6-a635daf59a9f,Bing Crosby,Selections from Irving Berlin’s White Christmas,1954,ballad
7a35cfa2-f949-3336-8df3-d3f0d2e7c9a8,June Christy,The Misty Miss Christy,1955,jazz; pop; vocal jazz
aa60558e-2e56-3db4-8d43-ef3566367e32,June Christy,Duet,1955,jazz
2ccb004f-be72-3f89-aa04-be38e9d92906,Stan Getz,West Coast Jazz,1955,cool jazz; jazz
afdd011e-e2aa-39f3-b52b-1ffe001d8d87,Alan Jay Lerner,My Fair Lady,1959,musical
cc1c5522-bc4c-3d3a-9a27-13ee563c0432,Art Taylor,Taylor's Wailers,1957,jazz
ffbffe34-64bb-3a5c-9fd6-b192f1744420,Chet Baker,Playboys,1956,jazz
32bedf9b-b7cc-3dd7-8836-b2a913245c28,Frank Sinatra,Come Dance With Me!,1959,easy listening; swing; jazz; vocal; classic pop; big band; vocal jazz; pop; traditional pop
94c53e17-5a4d-3db7-ae0c-471168c5840d,Chet Baker,Chet Baker & Strings,1954,jazz; bop
265895b3-7d23-3924-b254-a4ce301bb891,Sonny Rollins,"Sonny Rollins, Volume 2",1957,jazz; hard bop
48f86da7-757d-37e9-9226-7223a3f1f330,Lena Horne,Stormy Weather,1957,musical; traditional pop
a8eb6582-fc30-3e9d-b3d5-c0ac5ff26107,Earl Hines,Jazz in Paris: Paris One Night Stand,1958,jazz; jazz-in-paris; swing
1491ae9d-875d-314e-b492-658dc507ffb8,Lee Morgan,Dizzy Atmosphere,1957,jazz; hard bop; swing
b49876cf-6f3b-31dc-8a39-aba2d1575c06,Booker Little,Booker Little 4 & Max Roach,1959,jazz; hard bop
bd2549a3-23d6-3326-bdb7-6a6db3738fe8,"Lambert, Hendricks & Ross",Sing a Song of Basie,1958,jazz
48ec720b-2fc2-35dd-8130-5b186c4abcbc,Charles Mingus,Mingus Ah Um,1959,jazz; bop; post-bop; hard bop
4fb84122-88d8-3a03-8a8a-7ce011249432,Moondog,Moondog,1956,modern classical; avant-garde; avant-garde jazz; experimental; jazz; electronic; classical
6c8973d4-d0d8-3814-9b15-3158d42c9722,Lee Konitz,Inside Hi-Fi,1956,cool jazz; jazz
e723ff31-ea1c-3747-914e-f2ea221159f3,Billie Holiday,Lady Sings the Blues,1956,jazz; blues; vocal jazz; standards
c7af2ab6-81b0-3f92-8253-9417d00f1361,Duke Ellington and His Orchestra,Ellington at Newport,1956,jazz
4acded65-a02c-3338-a68b-1c0839a97b4d,Frank Sinatra,Songs for Young Lovers / Swing Easy!,1955,easy listening; vocal jazz; swing; jazz; pop
4eb1e66c-7905-3b67-9dec-f8455b3367e5,Gene Vincent,Sounds Like Gene Vincent,1959,rockabilly; rock; rock and roll
9e656f56-9d0d-34fa-82f0-b31062305588,The Sun Ra Arkestra,Jazz in Silhouette,1958,jazz
9fb54cd4-8181-33b8-9969-fbe5ce55f1de,The Sun Ra Arkestra,Super-Sonic Jazz,1957,jazz
235109ec-a4c1-3c3e-a56b-4e30616f3676,Lightnin’ Hopkins,Lightnin' Hopkins,1959,blues
4697f624-d08c-3fc9-97d8-91704e12c8fe,Yma Sumac,Voice of the Xtabay,1950,mambo; easy listening; folk; exotica; latin; jazz; pop
364ce2c8-46eb-3214-91c8-9278597d3430,The Louvin Brothers,Satan Is Real,1959,country; bluegrass; satanic; gospel
19e784fc-d2e4-3db0-aeda-577dcba1dcd5,Tito Puente,Top Percussion,1958,latin jazz; jazz; latin
e8ca779b-f2a9-3d24-8238-bad82d7515b0,Ray Conniff,Christmas With Conniff,1959,christmas; jazz; pop; christmas music
18da723e-aaac-3580-8076-f12dbe15081d,Connie Francis,Christmas in My Heart,1959,christmas; christmas music
56f7e460-a78d-39a6-ba91-79632fa2020c,Thelonious Monk,The Unique Thelonious Monk,1956,jazz
079f49f4-3bfa-39fe-9dd1-217b798b59f8,Pérez Prado,Voodoo Suite,1955,mambo; latin; latin jazz; afro-cuban jazz; jazz; bolero
526c1c6d-5239-3c30-a3e1-44a40f517e65,Ewan MacColl,Blow Boys Blow,1957,sea shanty; folk
12349ce8-2087-3d16-93da-70cd65621774,John Coltrane,Blue Train,1958,1–4 wochen; instrumental jazz; offizielle charts; hard bop; jazz
dd97759e-f7a3-3be6-83cf-d3c091e69eda,Connie Francis,Who's Sorry Now,1958,jazz; pop; oldies; early pop
98ae5a82-a59b-3c0d-93ae-3e4a2b040b17,Buddy DeFranco,Buddy DeFranco Plays Nelson Riddle's Cross-Country Suite,1958,easy listening; jazz; big band
2641bbe8-1842-344c-9e8c-177051fd6de5,Cannonball Adderley,Things Are Getting Better,1958,jazz
398ec50d-b3d7-333e-9120-03702a7cc83b,Alan Lomax,Texas Folk Songs,1958,folk
221b3ed3-1349-3e72-8da4-d412e2df0a7e,Meredith Willson,The Music Man,1958,musical; soundtrack
15a8abc8-5b8d-3152-83b0-f5d791fbfd79,Chuck Berry,Chuck Berry Is on Top,1959,best songs ever; rock & roll; rock; rhythm & blues; rock and roll
d090a6c2-9b48-3d21-9dd4-0c6908a2a2b8,Sonny Rollins,Sonny Rollins With the Modern Jazz Quartet,1956,jazz; hard bop
6d9fa1f7-59c7-3ced-b2b6-a581f75696ed,Jimmy Smith,The Sermon!,1959,jazz; hard bop
79dabce4-71c2-34ce-9d5d-83f9442fb325,Elvis Presley,Elvis,1956,pop/rock; early pop rock and roll; rock; rockabilly; rock and roll; early pop/rock
2e6b39a1-73eb-35dd-b86b-db98a113542c,Dinah Washington,Dinah Jams,1954,vocal jazz; jazz
7b903784-4b14-3b77-aa2b-35187d42da03,Béla Bartók,Concerto for Orchestra,1958,classical
13c2976d-5c40-305e-959e-d00f70097b06,Ella Fitzgerald,Ella Fitzgerald Sings the Irving Berlin Song Book,1958,jazz
16863c82-d9b4-370b-bb86-156a50b115e5,Dinah Washington,Dinah!,1956,jazz; blues; vocal jazz
ddbb42f3-7259-3f2e-b100-b735307ed60f,Laurindo Almeida,Duets With the Spanish Guitar,1958,folk; latin; classical
c063e9be-6579-3f42-8ef5-35cbe1badcc3,Tennessee Ernie Ford,Sixteen Tons,1955,country
859063e6-a669-3855-957d-508f0e56c7a0,Spike Jones,Let's Sing a Song of Christmas,1956,christmas; jazz; pop; non-music
2cf5b1a1-423f-3ada-a445-eb78302a5c3d,Billie Holiday,All or Nothing at All,1959,jazz; swing
87c0aa6a-530a-3aaa-a501-48cd3c8f5ee3,Dakota Staton,"The Late, Late Show",1957,vocal jazz; swing; jazz; pop
10a3c151-900b-3862-a181-25f0c2c84cb9,Coleman Hawkins,The Hawk Returns,1955,jazz
4205aeb8-8395-3c46-8e7b-8c8fcf76e2a2,Vincenzo Bellini,La sonnambula,1957,opera; classical
8eb25e7b-4a48-3e1b-a92a-34e8b6833863,Gerry Mulligan,Reunion With Chet Baker and the Gerry Mulligan Quartet,1958,cool jazz; jazz
206173be-0bab-3668-a22c-a20433af8890,The Modern Jazz Quartet,Music from Odds Against Tomorrow,1959,jazz
0102175a-3c79-3ab1-9b80-b50db9d0df21,Cal Tjader,Latin Kick,1958,latin jazz; jazz
79d7e3a3-a6c6-300c-b8c7-0ab19732778d,Kai Winding,"""Nuf Said""",1959,jazz
82e96bfb-bcc7-3179-831c-9cf86aa17aaf,Alan Jay Lerner,My Fair Lady,1956,broadway; musical
f0e1e9c8-0850-33d2-8d48-30deaf50835d,Richard Strauss,Arabella,1958,opera; classical
fadbe68b-f7b7-3325-8c2e-eec59dbd31de,Tito Puente,Puente in Percussion,1956,mambo; descarga; latin
c2c8c0b1-abe2-39bb-90bf-a81bd82bf455,Bing Crosby,Rendezvous,1958,pop
703cf790-cc7c-3d1c-971a-1984aa8cb1ab,Martin Denny,Afro-Desia,1959,easy listening; exotica; afro-cuban jazz; jazz
15e3760c-1163-359f-a6a9-a998dbb8ac81,Elvis Presley,Elvis’ Golden Records,1958,rock & roll; rockabilly; rock; rock and roll; pop; rhythm & blues; blue-eyed soul
