release_mbid,artist_name,release_name,release_year,release_genres
ea874312-65c4-491a-a7f9-4569d5bba15a,Blind Lemon Jefferson,How Long How Long / Through Train Blues,1928,country blues; blues
33d61c39-83e2-48d7-9bb4-d903c4d612b0,Henry Thomas,Texas Worried Blues / Fishing Blues,1929,texas blues; blues
a6e46b8d-c792-469d-b1ba-d289df91ada4,Papa Charlie Jackson,Papa’s Lawdy Lawdy Blues / Airy Man Blues,1924,blues
2b7ffdb6-b29d-4445-bf45-26bbec5d441c,Papa Charlie Jackson,Shave Em Dry / Coffee Pot Blues,1925,blues
b9ba3110-e586-4a5f-845c-f8178aa381a8,Papa Charlie Jackson,The Cats Got the Measles / I Got What It Takes But It Breaks My Heart to Give It Away,1925,blues
f8ec3f8a-b927-4d70-afc7-c2bb37a87ec4,Papa Charlie Jackson,I'm Alabama Bound / Drop That Sack,1925,blues
e96b1c38-f210-4a56-b544-180bcc253af1,Papa Charlie Jackson,Mama Don’t Allow It (And She Ain’t Gonna Have It Here) / Take Me Back Blues,1925,blues
a50b3b1f-8b16-4c2d-889e-5d30c2b181b1,Papa Charlie Jackson,Salt Lake City Blues / Salty Dog Blues,1924,blues
62db48ae-b868-4df7-a934-6d3a6b43fa7d,Papa Charlie Jackson,"Mama, Don’t You Think I Know? / Hot Papa Blues",1925,blues
25e62b8d-f156-4024-939e-214c597dd24d,Papa Charlie Jackson,All I Want Is a Spoonful / Maxwell Street Blues,1925,blues
f736fb6d-3b34-4e74-af66-4e3c3e4ac1f0,Papa Charlie Jackson,I’m Going Where the Chilly Winds Don’t Blow / Texas Blues,1926,blues
7e7279f2-afe2-4a16-a737-aacd3a2933c9,Papa Charlie Jackson,Hot Papa Blues No. 2 / We Can’t Buy It No More,1929,blues
853c5ea6-2810-4660-a448-c89ce5a6398d,Papa Charlie Jackson,Don’t Break Down on Me / Baby Please Loan Me Your Heart,1929,blues
9071ecf7-cd7a-4849-9134-a37e72c255d9,Blind Lemon Jefferson,Bad Luck Blues / Broke and Hungry,1927,blues; texas blues; country blues
a73b56cd-38f4-4c4c-b2c8-3835c50826b7,Trixie Smith,Everybody Loves My Baby (But My Baby Don’t Love Nobody But Me) / How Come You Do Me like You Do?,1925,jazz; blues
a06f4e06-ed29-4cd7-b68a-88212b231b71,Trixie Smith,Desperate Blues / Trixies Blues,1922,blues
a51eadcc-88b1-4058-a079-46d9f6aaccc2,Trixie Smith,Freight Train Blues / Don’t Shake It No More,1924,blues
2c85f7dd-1966-44e1-8e67-25a1a174f23b,Trixie Smith,Take It Daddy It’s All Yours / I’m Through With You (As I Can Be),1922,blues
2fe2d4be-a420-453a-b0af-72609a072fc5,Trixie Smith,Give Me That Old Slow Drag / My Man Rocks Me (With One Steady Roll),1922,vaudeville blues; blues
628a1f55-7a12-4a2d-97c6-c9713a0173cd,Trixie Smith,2 A.M. Blues / I’m Gonna Get You,1923,blues
6794bd4f-67df-4cdc-8641-ca5289807664,Ethel Waters,Down Home Blues / Oh Daddy,1922,jazz
173ebdae-25fe-4127-8cf0-4a8b08a0b7ef,Trixie Smith,He May Be Your Man (But He Comes To See Me Sometimes) / Pensacola Blues,1922,blues
5d032598-50a7-416d-add9-2c0f6457c4f0,Alberta Hunter,Don’t Pan Me / Daddy Blues,1922,blues
c0d4979a-b132-4f8a-8ada-bc92b2ea7a7c,Trixie Smith,"You Missed a Good Women When You Picked All Over Me / Long Lost, Weary Blues",1922,blues
9f1dd5ea-13b4-401b-8988-ae035edd3b8b,Ethel Waters,Dying With the Blues / Kiss Your Pretty Baby Nice,1922,jazz; blues
b528d0d7-76a6-4c13-ad25-428b299a2789,Vernon Trio,Whispering / My Midnight Frolic Girl,1920,jazz; pop
50fd1d0a-a860-4a59-9684-b40037f519ff,Al Bernard,"Avalon / Change Your Name, Malinda Lee",1920,pop
12c7c66b-bc6e-45cc-b035-2c69bea9af98,Vernon Trio,"Anytime, Anyday, Anywhere / My Wonder Girl",1920,pop
8c20f0c6-4aca-4dcc-9e8a-d503b0bef5d1,Aileen Stanley,Chili Bean / Broadway Blues,1920,jazz; pop
fd9d22f3-fa8a-45a6-84a3-9704a182a5bd,Al Bernard,Palesteena / Read 'em and Weep,1920,pop
b5784368-cd55-479d-8b5e-8814e14db063,Marie Tiffany,Carry Me Back to Old Virginny / My Old Kentucky Home,1923,pop
5f871208-b0a2-46fd-8f99-57b9eeb66a5c,Al Bernard,Beale Street Blues / St. Louis Blues,1920,jazz; pop
79698c15-98a3-4e9f-ad79-4a2cfbcefd38,Johnny Doddsʼ Black Bottom Stompers,After You’ve Gone / Come on and Stomp Stomp Stomp,1927,jazz
1c104fc7-80cf-4219-ae7c-cb63375328c4,Blind Lemon Jefferson,Rabbit Foot Blues / Shuckin’ Sugar Blues,1927,blues; texas blues; country blues
50f4ee5a-a6fa-4e3b-9279-54bc63957f38,Blind Lemon Jefferson,Hot Dogs / Weary Dogs Blues,1927,blues; texas blues; country blues
c0061431-6eef-45bd-9f55-62288a50f69c,Blind Lemon Jefferson,Match Box Blues / Easy Rider Blues,1927,blues; texas blues; country blues
4ee85921-3d7f-49c1-be06-0d013ae03e22,Blind Lemon Jefferson,Old Rounders Blues / Beggin’ Back,1926,blues; texas blues; country blues
8e65cab8-cf5e-4b4f-a047-45b2654a3a10,Blind Lemon Jefferson,Booster Blues / Dry Southern Blues,1926,country blues; blues
30264831-a2b0-4eb0-b76e-d0f79d1f1d98,Blind Lemon Jefferson,Rambler Blues / Struck Sorrow Blues,1927,blues; texas blues; country blues
bd2d93c8-dde2-4528-99e9-755d81faf648,Bertha “Chippie” Hill,Trouble in Mind / Georgia Man,1926,blues
2b784c1f-5edd-4767-8013-b1c0f8e6d61b,Blind Lemon Jefferson,Black Snake Moan / Match Box Blues,1927,texas blues; blues
243bcb56-88fd-4f83-a1ae-09aa6a48edb1,Blind Lemon Jefferson,Wartime Blues / Booger Rooger Blues,1927,blues; texas blues; country blues
3d22783d-6eb9-4036-81fa-6ec4274e625b,Blind Lemon Jefferson,Long Lonesome Blues / Got the Blues,1926,country blues; blues
22755ece-2dd4-4f7e-aa3b-10578c2ab443,Blind Lemon Jefferson,Gone Dead on You Blues / One Dime Blues,1928,blues; texas blues; country blues
767f6cb2-81e2-425e-9e77-6a7b6d015de4,Billy Jones,Feather Your Nest / All She’d Say Was “Umh-Hum”,1921,pop
e4088cbe-b5e4-4de0-8e74-34635f89e3f0,Marie Tiffany,My Old Kentucky Home / Sweet Genevieve,1921,jazz
a15c8936-2c6b-471b-8a37-f4ed80900af0,Duke Ellington and His Orchestra,East St. Louis Toodle‐O / Birmingham Breakdown,1927,jazz
3083e2d4-bb61-4158-a20f-9e0663e854a9,Louis Armstrong and His Hot Five,Big Butter and Egg Man From the West / Sunset Cafe Stomp,1927,jazz
0b80bcc8-926a-49fa-9101-8d83288474b7,Louis Armstrong and His Hot Five,West End Blues / Fireworks,1928,jazz
0ea91582-cc22-49e7-ac7f-0a1e101113a9,Louis Armstrong and His Hot Five,Cornet Chop Suey / My Heart,1926,jazz
084a4f62-c707-4007-b130-6e3cf67a0b55,Louis Armstrong and His Hot Five,Potato Head Blues / Put ’em Down Blues,1927,jazz
26d322f4-6445-49f0-8e4a-4775d23bfbe6,Louis Armstrong and His Hot Five,Heebie Jeebies / Muskrat Ramble,1926,jazz
b4b642bf-86e5-4617-836a-9ea1aea0d4c8,Washington Phillips,Denomination Blues,1927,gospel; blues
e126f568-9695-4916-b58a-e8bbc5b83a7b,Al Bernard,Boll Weevil Blues / I Ain't Afraid of Nuthin' Dat's Alive,1921,pop
d6d3aec2-7b27-4a78-8e15-7712196253a0,Billy Jones,Down Yonder / Nestle in Your Daddy's Arms,1922,pop
7266c701-0280-4637-bc67-b1eab65c6c96,Al Bernard,Memphis Blues / Frankie and Johnnie,1921,jazz; pop
c54edeed-1326-48f2-9f66-e5c83037f7d2,Al Bernard,Carolina Rolling Stone / Eddie Leonard Blues,1922,jazz; pop; blues
2b386c22-17a6-47b2-87f3-fc10be17f2bc,Fryderyk Chopin,Impromptu in A Flat,1921,classical
5933102e-670d-4d00-b4ce-760e39cab513,Al Jolson,"I’m Goin’ South / California, Here I Come",1924,jazz
440e2a5c-06da-4dca-972a-b32965fff428,Al Jolson,Lazy / My Papa Doesn't Two-Time No Time,1924,pop
6c893e5d-1ca1-4888-b565-35084eb499de,Al Jolson,Never Again / Feeling the Way I Do,1924,pop
3e28e965-0e94-4b33-9cbb-8403c8ada481,Al Jolson,The One I Love (Belongs to Somebody Else) / Steppin’ Out,1924,pop
d6dadb78-ddcc-40f3-9878-6f5fa47c14ad,Al Jolson,Mr. Radio Man (Tell My Mammy to Come Back Home) / Home in Pasadena,1924,jazz; pop; comedy
7993ca0b-c10f-4486-8d8d-7216ab857b9f,Jelly Roll Morton,Fat Meat and Greens / Sweetheart o’ Mine,1926,jazz
5d1a1f5f-2504-4dba-9d5f-0c3cbea981f8,Virginia Liston,"Rolls‐Royce Papa / I’m Gonna Get Me a Man, That’s All",1927,blues
2ff89263-31f8-4e66-a727-656d4060a7cf,Edmonia Henderson,Georgia Grind / Dead Man Blues,1927,jazz; blues
be46f51f-c2d8-4fa5-8cf6-9b8d391305a6,Bessie Brown,Chloe / Someone Else May Be There While I’m Gone,1928,pop; blues
e889c0de-4ae8-4766-8d3d-c5ca63ec4ed9,Henry Thomas,Shanty Blues / Woodhouse Blues,1928,blues; texas blues; country blues
26b32bab-af9f-4b4f-a8bf-18f0e155ecdb,Duo Hofmann,Wie heeft die arme neger zwart gemaakt ?,1929,schlager; pop
93988be7-8c5b-483b-8111-a0f2ed9117cb,George Olsen and His Music,Always / Princess Flavia,1926,easy listening; jazz
21fcaa37-67b9-4f7d-88fd-80d627a4c626,Bessie Smith,The St. Louis Blues / Cold in Hand Blues,1925,jazz; blues
4df7f868-cadf-48a4-85ed-e9fc784960d1,Frankie Marvin,Blue Yodel,1928,country
693c4580-695b-4cff-8443-c11a83c8fd15,Eva Taylor,West End Blues,1929,blues
8d5ac902-2ba6-4679-ba94-951be716fce6,Nina Koshetz,Estrellita / Serenata Mexicana,1928,classical
e9f426e8-c44b-4d82-9f7d-afaa9b808c40,Jelly Roll Morton,My Little Dixie Home / That's Like It Ought to Be,1929,jazz
4cd64d8b-0a5c-4b36-ad96-b5388d9cefea,Jelly Roll Morton,Turtle Twist / Smilin’ the Blues Away,1929,jazz
6fdc0217-2cde-414f-b423-eee698717052,Al Jolson,April Showers / Weep No More (My Mammy),1921,pop
99638a48-fce2-4446-949a-9a488fb7891f,Gene Austin,"Everything Is Hotsy Totsy Now / Yes Sir, That's My Baby",1925,jazz; pop
21b89259-0cbb-4fce-a7ed-f9d5dcbfcac6,Gene Austin,My Blue Heaven / Are You Thinking of Me To-Night?,1927,pop
ad14a739-593e-4910-ac7c-2c4a2d026bfc,Gene Austin,Carolina Moon / I Wish I Had Died in My Cradle (Before I Grew Up to Love You),1929,jazz; pop
6c060f6d-9d34-4862-be56-fed9bc140e8a,Gene Austin,Ramona / Girl of My Dreams,1928,pop
0d920163-064c-41d2-889f-263c6f7afc9a,Franz Schubert,Ave Maria / Rondo,1927,classical
f7c5a824-29c0-438d-9f86-900c6ed6742b,George Gershwin,Rhapsody in Blue,1924,jazz; pop
52f5bb1c-ede1-4add-a74b-9ab86e3159c5,Arizona Dranes,Just Look / Don’t You Want to Go?,1929,gospel; blues
bd22f734-c85b-473d-88ac-fbbcb5d7c117,Arizona Dranes,John Said He Saw a Number / My Soul Is a Witness for the Lord,1926,gospel; blues
8c4af4ee-c350-4ac5-b954-9a6192a00847,Arizona Dranes,In That Day / Crucifixion,1926,gospel; blues
bfe68b66-da64-4fe2-8062-2b6e8d650b00,Mamie Smith,That Thing Called Love / You Can’t Keep a Good Man Down,1920,blues
eecef6ca-c66f-4340-88e2-cea63adae2e2,Willy Derby,Hallo Bandoeng / Moedertjelief,1929,pop
ee674dab-f2df-4e44-9455-e9cce448e1cd,Rev. J.M. Gates,Paul and Silas in Jail / Judgement Day Is Coming,1927,gospel; blues
aa906999-11ed-4596-ac4a-6590da0c2a3e,Rev. J.M. Gates,Where Will You Be Christmas Day? / Will the Coffin Be Your Santa Claus?,1927,non-music
2cbd82ef-e724-4484-9c10-277947bd4083,Rev. J.M. Gates,Devil in a Flying Machine / God’s Wrath in the St. Louis Cyclone,1927,non-music
4d47e4e1-8cf6-4350-a906-f2cf48d84682,Ma Rainey,Mountain Jack Blues / Seeking Blues,1926,blues
445c897b-2f55-45af-b168-0b93cf69925b,Sioux City Six,I'm Glad / Flock O' Blues,1924,jazz; dixieland
bef2d7c1-2913-455d-9ba0-cc439ef39c87,Camille Saint‐Saëns,Introduction et Rondo Capriccioso,1925,classical
7f38c06a-9b08-45fd-91eb-d32f562f4470,Cliff Hess,Corn on the Cob / Slipova,1923,jazz; pop
c9100fe3-96ab-45c7-a113-4424bdb527da,Harry “Haywire Mac” McClintock,The Bum Song / Hallelujah! I'm a Bum,1928,country
e4ff5ae5-d6ce-478b-b0a1-4a4fa73222bc,John Steel,I'll Forget You / The World Is Waiting for the Sunrise,1922,pop
584ae768-da4f-49d8-a878-9c2022234fc0,Coon–Sanders’ Original Nighthawk Orchestra,I Ain’t Got Nobody / Roodles,1927,jazz; big band
59aea5a0-79d0-4484-a0a4-d34f4bae9ba4,Coon–Sanders’ Original Nighthawk Orchestra,Hallucinations / Slippin’ Around,1928,jazz
c98dead7-f165-4d08-a017-b720306e2686,Coon–Sanders’ Original Nighthawk Orchestra,My Baby Knows How / Brainstorm,1926,jazz
cce56533-483e-4af9-b435-17dd7ab45c06,Coon–Sanders’ Original Nighthawk Orchestra,Bless Her Little Heart / I Ain’t Got Nobody,1927,jazz; pop
04f39849-9a6a-40d9-8933-33746a1a2846,Coon–Sanders’ Original Nighthawk Orchestra,Who’s Blue Now? / Stay Out of the South,1928,jazz; pop; big band
85da05a6-8e67-4495-80dc-482796f6599d,Coon–Sanders’ Original Nighthawk Orchestra,Low Down / Blazin’,1928,jazz
4d64a815-b8b1-46d4-b657-d94c1d3516ad,Coon–Sanders’ Original Nighthawk Orchestra,Too Busy! / Down Where the Sun Goes Down,1928,jazz
e0af3a96-1d18-465c-95b6-708751735a14,Coon–Sanders’ Original Nighthawk Orchestra,Ready for the River / Oh! You Have No Idea,1928,jazz
31684e6a-5d08-4d4b-8986-179494b344dc,Coon–Sanders’ Original Nighthawk Orchestra,Sluefoot / The Wail,1928,jazz
4730ed93-3268-43ec-9169-45ef157d46b7,Coon–Sanders’ Original Nighthawk Orchestra,Dusky Stevedore / Oh! You Have No Idea,1928,jazz; pop
5b52b91e-8e03-40b2-8005-42c137d2262f,Coon–Sanders’ Original Nighthawk Orchestra,Kansas City Kitty / Tennessee Lazy,1929,jazz; pop
0016af12-2753-4a2a-b570-4234201e4501,Coon–Sanders’ Original Nighthawk Orchestra,Mine‐All Mine / Is She My Girl‐Friend? (How‐de‐ow‐dow!),1928,jazz
5b6c3359-e06b-4005-a9f4-4a7b61bee20a,Coon–Sanders’ Original Nighthawk Orchestra,Got a Great Big Date With a Little Bitta Girl / An Old Italian Love Song,1929,jazz; pop
90d36661-d556-4c62-87a4-b2a6be3ed9f0,Coon–Sanders’ Original Nighthawk Orchestra,My Suppressed Desire / What a Girl! What a Night!,1929,jazz
e3672c43-3b91-4508-bebd-5ae369dc56cf,Coon–Sanders’ Original Nighthawk Orchestra,My Suppressed Desire / Who Wouldn’t Be Jealous of You?,1929,jazz; pop
d652ceee-5717-4112-8bd9-10e70e5a1e00,Coon–Sanders’ Original Nighthawk Orchestra,Indian Cradle Song / It Must Be Love,1928,jazz; big band
4256f33e-42a9-47e5-b811-49390852c895,The Tennessee Ramblers,Arkansas Traveller / Cackling Pullet,1928,country
36eac9f7-36b4-4943-b23b-4dc8b734a5a1,Vernon Dalhart,My Blue Ridge Mountain Home / Golden Slippers,1927,country
33a86ada-edc0-4a74-bb97-4c74ab901c2a,Paul Warmack & His Gully Jumpers,Stone Rag / Robertson County,1929,country
fcb78fc2-ea02-4d34-88d8-5bb543aeb062,Paul Warmack & His Gully Jumpers,The Little Red Caboose Behind The Train / Tennessee Waltz,1929,country
bd99b99a-5a38-426c-b42a-3ce65b541415,Joe Davis,After My Laughter Came Tears / Now I Won’t Be Blue,1928,jazz; pop
83be210b-5524-488f-8e23-05f8c76ae6b1,Joe Davis,Just Another Day Wasted Away (Waiting for You) / Here Am I - Broken Hearted,1927,pop
0ac002ef-9791-49ac-bb6d-a9f29496aa2c,Uncle Dave Macon,From Earth To Heaven / Over The Road I'm Bound To Go,1929,country
80c3a473-a842-4146-a708-c917359e73bf,Sid Harkreader,I Wish I Was a Single Girl Again / New River Train,1926,country
ebaca81b-2b99-40ac-9c6f-2396ff3aacba,Uncle Dave Macon,Deliverance Will Come / Uncle Dave's Beloved Solo,1927,country
8fef10a4-7bac-4e34-b9cf-845f28fc9bcd,Uncle Dave Macon,Death of John Henry / On the Dixie Bee Line,1926,country
909006c2-f1ad-4251-805d-e2f208275aa8,Uncle Dave Macon,The Coon That Had The Razor / The New Ford Car,1928,country
ce6e4fbe-5266-4080-b3dc-8cb68d2fe0dd,Uncle Dave Macon,Bile Them Cabbage Down / Down by the River,1924,country
3b0df183-4c20-48f2-8301-db2a67b68b8c,Leslie Sarony,Don’t Be Cruel to a Vegetabuel / Don’t Do That to the Poor Puss Cat,1928,pop
a8f70e6f-28b4-499d-b65f-607460848657,Roger Wolfe Kahn and His Orchestra,Somebody's Lonely / Ya Gotta Know How to Love,1926,jazz; pop
134da1cb-b931-4fc0-b803-7918e20ae837,Buell Kazee,The Faded Coat Of Blue / Don't Forget Me Little Darling,1928,country
5e173c38-2e30-4ba0-8bf3-caef37da0f84,Emry Arthur,I Am a Man of Constant Sorrow / Down in Tennessee Valley,1928,country
3e72eb57-124d-4394-9bd9-a9d1f530fd1e,Frank Crumit,Frankie And Johnnie / Abdul Abulbul Amir,1927,pop
60034072-c5d7-45bf-8c8d-396c8073851a,Enrico Caruso,A Dream,1921,opera; classical
2e640e83-196b-4f89-b7bd-f57973f3797a,Lee Morse,Poor Butterfly Waits For Me / After We Kiss,1928,blues
fd418574-753e-4116-b4ba-4acb73ce594f,Erling Krogh,Sol paa havet / Kun for dig,1928,pop; classical
a9993674-a0a5-40ae-9425-010b6ca0a43f,Franklyn Baur,Remember / For a Girl Like You,1925,pop
14129c54-cf91-4f8e-a71f-72cb1716046a,Franklyn Baur,When My Dreams Come True / Just Another Kiss,1929,pop
8a571c59-7637-4d3b-a3fe-b401f273ce8a,“Papa” Charlie McCoy,Corrine Corrina,1929,blues
5b0752bd-ed22-47cf-aa90-0d91ce607772,Walter C. Kelly,Darky Stories / Irish Stories,1921,comedy; non-music
38264bf8-75a1-4070-9809-85ca60ee5912,Coon–Sanders’ Original Nighthawk Orchestra,Deep Henderson / Ace in the Hole,1926,jazz
2c045d14-8640-4d17-a2c5-f922406a6d85,Lucienne Boyer,Youp et youp / Pas comme avec toi,1927,chanson; pop
7c6a803c-41fa-4031-a760-02fb74f69228,Jelly Roll Morton,Wolverine Blues (Joys) / King Portor (A Stomp),1924,jazz
2b17a8a3-a1de-450c-ac58-ea555dcafb14,Gene Austin,Sonny Boy / She's Funny That Way,1928,pop
24089522-db54-49d1-a7f9-8a7674ff5494,Rita Montaner,El manisero / Niña Rita,1928,latin; rumba
eeae5281-54c5-4840-a549-a14c39e562fe,Bessie Brown,Tain't Nobody's Fault But My Own / The Blues Singer From Alabam,1929,jazz
730e7be3-49e8-4f81-ae5d-0cc79bca04cc,Rosa Henderson,Hard Hearted Hannah / Ticket Agent Ease Your Window Down,1924,jazz; blues
aa54a825-f965-48df-8044-9c1fb7b2db81,Henry Burr,Silver Threads Among the Gold / In the Valley of Sunshine and Roses,1920,pop
d98b93af-ba2a-40fb-89ed-c8d050058b0f,Al Jolson,Coo‐Coo / Stumbling,1922,pop
c24d75a4-c71d-4056-88f9-46c55dcdd8ee,Billy Murray,Stumbling / Coo‐Coo,1922,pop
af7273ee-05e9-4a87-9c6f-5d6e106d7d8a,The Carter Family,River of Jordan / Keep on the Sunny Side,1928,gospel
e7f6ed52-fd20-4939-bf30-cb9195e385e8,Cliff Hess,Roll On Silvery Moon / Remember the Rose,1922,pop
d84fd29b-114a-45a1-8eb9-db809ec3a4b2,Cliff Hess,Covered Wagon Days / Shake Your Feet,1924,jazz; pop
c44434e9-2721-403d-8d39-6b1b521176a5,James P. Johnson,The Harlem Strut / Unknown Blues,1921,jazz; blues
902d339a-5652-4621-84c1-91d4c0de4eca,George Williams,You Ain’t Quittin’ Me Without Two Weeks Notice / It Takes a Brownskin Man to Make a High Yellow Blue,1924,blues
2afbe6d4-8834-4661-9a73-71eaf35c720a,George Williams,I'm Goin’ Out Tonight and Strut My Stuff / I Won’t Stand No Leaving Now,1924,blues
ce2ea25b-f498-40b7-a247-bd423dc8cbc4,George Williams,What Makes Papa Hate Mama So? / Oh! Dark Gal,1925,blues
582b262c-c40a-4d0b-8a92-b03400fe4642,George Williams,Hard Headed Gal / I’m Tired of Begging You to Treat Me Right,1924,blues
02a7b104-a1ba-4a81-beeb-6bd2e8609f30,George Williams,A Woman Get’s Tired of One Man All of the Time / The Gal Ain’t Born Who Can Treat Me Like You Do,1923,jazz; blues
7633e771-b398-4f65-9075-18d364c15114,George Williams,Satisfied Blues / Double Crossin’ Daddy,1923,piano blues; blues
8af2a28f-daf3-4b3a-a69c-70d85e2f881a,George Williams,If Mamma Quits Papa What Will Papa Do / Papa Don’t You Mean Your Mamma No Good,1923,vaudeville; blues
aeaa0853-cd87-4e66-9971-63b8995b4de0,George Williams,Hit Me but Don’t Quit Me/ You Can’t Proposition Me,1926,blues
d59bbc3d-8655-4980-9840-c2bddd455a0d,George Williams,No Second Handed Lovin’ for Mine / If You Hit My Dog I’ll Kick Your Cat,1924,blues
658b5641-3c61-49ca-86b9-12bd4683c36d,George Williams,Scat! Mister Sweetback / Bald-Headed Mamma Blues,1925,jazz; blues; piano blues
0bc2bcba-5401-4adc-91e6-7bb1dca0183d,The Carter Family,The Poor Orphan Child / The Wandering Boy,1927,country; victor
9d150dfc-6285-41a1-a049-ec330898f004,The Carter Family,Sweet Fern / Lulu Wall,1929,country
cf418f26-85d7-4048-8634-fa95908be284,The Carter Family,Diamonds in the Rough / The Grave on the Green Hillside,1929,country
f8372fe4-ad97-44ac-9ec9-f02c8cb8cf1d,The Carter Family,Little Moses / God Gave Noah the Rainbow Sign,1929,country
5d269f6c-9b06-4493-ba2d-c3d37d30b9ca,The Carter Family,Bury Me Under the Weeping Willow / Little Log Cabin by the Sea,1928,country
31699826-009e-4d4d-b3d7-2fe50e7ff262,The Carter Family,"Single Girl, Married Girl / The Storms Are on the Ocean",1928,country
f28ed015-d924-41e7-af55-8832f02727db,The Carter Family,My Clinch Mountain Home / The Foggy Mountain Top,1929,country
0b351c20-5831-48f5-bbdc-9d601b6f8773,The Carter Family,Little Darling Pal of Mine / Will You Miss Me When I'm Gone,1928,country; appalachian folk; traditional country
b91b75d2-68bb-4520-a14c-ffc021d70974,The Carter Family,I Have No One to Love Me / Anchored in Love,1929,country
faa3a6e0-ac74-4f4a-8026-ae1040626334,The Carter Family,Wildwood Flower / Forsaken Love,1929,country
