release_mbid,artist_name,release_name,release_year,release_genres
5538ea76-2fc1-32c9-bb56-7888347ecc39,Ethel Waters,Love Is the Thing / Stormy Weather,1933,classic r&b/soul
01e8618b-c52f-3928-a79e-577d968d9299,The Count Basie Orchestra,Blue and Sentimental / Doggin’ Around,1938,jazz; big band; swing
d1305c8b-1f37-31f1-852f-605ffbfdd49b,Francisco Alves,Aquarela do Brasil,1939,latin; samba
9d60ccef-dea2-38d5-8c87-3ea9d917ebaf,Lead Belly,The Boll Weevil / De Kalb Blues,1939,blues
11256b02-788e-3e67-be8d-b054f0d7242d,Fred Astaire,They Can't Take That Away From Me / Beginner's Luck,1937,jazz; pop; big band
825cd6a0-61f5-3d57-8192-aa601b4336b6,Duke Ellington and His Orchestra,It Don't Mean a Thing (If It Ain't Got That Swing) / Rose Room (In Sunny Roseland),1932,jazz; big band
b2c707fe-7ece-33b9-8a0e-3c5a3a55aa20,McKinney’s Cotton Pickers,"Okay, Baby / I Want a Little Girl",1930,jazz
218ff989-8408-4fea-b5a1-5af5ec8b60e9,Bing Crosby,I’m an Old Cowhand (From the Rio Grande) / I Can’t Escape From You,1936,musical; pop
ea7e24b7-0f10-4e2f-99f5-7cbf8c40b557,Django Reinhardt,Parfum / Improvisation,1937,jazz
76cd6446-5655-4408-997e-0502c774e098,Bing Crosby,Out of Nowhere / If You Should Ever Need Me (You’ll Always Find Me Here),1931,pop
279a219a-ed7e-4608-9343-ac77daa043f1,Lucienne Boyer,Dans la fumée / Parlez-moi d'amour,1930,pop
9672b38c-4378-416e-84c5-a2741b8d09b2,Billie Holiday,I've Got My Love to Keep Me Warm / One Never Knows Does One,1937,jazz
e552c0d4-23a0-43f3-9015-e0e2d2aa799a,Fred Astaire,The Way You Look Tonight / Pick Yourself Up,1936,pop
cfb41edd-4686-46bf-9758-3a39a99ed554,Artie Shaw,Indian Love Call / Begin the Beguine,1938,jazz; big band
8af39f2a-c057-42e0-b55a-1b0d32d81c35,Fred Astaire,Nice Work If You Can Get It / Things Are Looking Up,1937,pop
643daf06-3e14-4e3c-b84b-387f1ff85fa5,Duke Ellington and His Orchestra,Caravan / Azure,1937,jazz; big band; swing
ac2ce08e-dd66-4c1c-8cb7-439b73b7f3b0,Ella Logan,Are You Havin' Any Fun / Something I Dreamed Last Night,1939,pop
d48f2384-cb66-4a36-96cf-2eb518df4454,Ray Noble and His Orchestra,I'll Follow My Secret Heart / Never More,1934,pop
a6eb3e71-795c-4102-82f1-66fd50e6bb81,Big Joe Williams,49 Highway Blues / Stepfather Blues,1935,blues
399d034a-cd46-4433-8e11-686fc3148bb6,Memphis Minnie,I’m Talking About You / Bumble Bee,1930,blues
1199831c-ca18-406d-9db1-0e6d1839bfa6,Peetie Wheatstraw,New Working on the Project / Third Street's Going Down,1937,blues
34d99ebe-feb0-422c-a678-bd976546be77,Bing Crosby,Let’s Call a Heart a Heart / Pennies From Heaven,1936,pop
173bb9fd-a311-47d0-b2f9-9ce885360ebe,Bessie Smith,Need a Little Sugar in My Bowl / Safety Mama,1931,blues
01e396e0-a85d-415b-97fc-cd4e91d29c61,Johnny Temple,New Vicksburg Blues / Louise Louise Blues,1936,blues
d0c6fad3-ba52-4c27-ae7f-3c4f511ba21c,Tampa Red,Someday I'm Bound to Win / Never Go Wrong Blues,1937,blues
3fc6ee3e-6aaf-47b0-bd57-32e88eb88229,Tampa Red,New Stranger Blues / Georgia Hound Blues,1931,blues
cebc339d-808f-47e6-a0e4-a247f9e36136,Trixie Smith,He May Be Your Man (But He Comes to See Me Sometimes) / Jack I’m Mellow,1938,jazz; blues
93f6f419-5029-4707-98a3-b8658dfbd654,Trixie Smith,Freight Train Blues / My Unusual Man,1938,jazz; blues
e744a70a-4837-49d9-90f6-7ab9b127a0d5,Big Bill Broonzy,Just a Dream / Baby I Done Got Wise,1939,blues
29a15dd7-f938-4e90-ac82-1ccaebac5ea6,Big Bill Broonzy,Rider Rider Blues / Trucking Little Woman No.2,1938,blues
6672ac00-fc4a-4e24-8705-bce8f054514c,Big Joe Williams,Little Leg Woman / Somebody's Been Borrowing That Stuff,1935,blues
92fd8193-d374-43b5-ab57-e6bd4feee6a2,Pete Johnson,Roll 'em Pete / Goin' Away Blues,1939,boogie-woogie; blues; piano blues
9e4b0fc7-f4a2-45bc-b3de-2fd1e8cfb0da,Leroy Carr,Rocks in My Bed / Big Four Blues,1935,blues
56353e04-5f7f-46c3-a06e-7c0a41fb56b9,The Count Basie Orchestra,Jumpin’ at the Woodside / Dark Rapture,1938,jazz; big band; swing
b1fbb5c4-d8cc-4fca-bd9e-6ddf19a14259,The Count Basie Orchestra,Sent for You Yesterday and Here You Come Today / Swinging the Blues,1938,jazz; big band; swing
c6c4846a-77a8-4e09-8d72-3272ed634185,Lotte Lenya,Surabaya-Johnny / Bilbao-Song,1930,pop; ballad
ac5358ad-b078-4353-925d-e29d56a4a556,Bing Crosby,I’ve Got a Pocketful of Dreams / A Blues Serenade,1938,jazz; pop; big band
12413d29-7cce-4e1a-9e78-08230f7d4e28,Oscar “Buddy” Woods,Lone Wolf Blues / Don't Sell It - Don't Give It Away,1936,country blues; blues
055e2458-14c5-4aed-9669-6f6db737ab45,Duke Ellington and His Orchestra,Clarinet Lament / Echoes of Harlem,1936,jazz
e8f3bdae-93a0-4a14-99e1-1d4a3d61c94f,Hans Albers,"Flieger, grüß’ mir die Sonne… / Ganz da hinten, wo der Leuchturm steht",1932,pop
aa819532-6445-4698-a4d6-82ff42f36a2c,Django Reinhardt,[Album No. 207],1936,jazz
d703cdd5-8e56-45de-a017-42358b6be6d0,The Harlem Hamfats,Weed Smoker’s Dream / Little Girl,1936,jazz; blues
23fc054f-e6a2-4800-9f8a-41dd62e2341f,Sidney Bechet,Sweet Patootie / Viper Mad,1938,jazz; blues
17511212-4144-4539-ac3d-452ea7d8ad95,Django Reinhardt,Lily Belle May June / Smoke Rings,1937,jazz; gypsy jazz; swing
4b867132-7c11-44e2-b235-c5994c2ba916,Django Reinhardt,Avalon / Djangology,1937,gypsy jazz; jazz
4349f493-5361-4ba5-9a80-53e361e65da1,Frank Sinatra,From the Bottom of My Heart / Melancholy Mood,1939,jazz; pop
0fbed097-c278-4afa-af31-768f248053f7,Blind Willie Johnson,John the Revelator / You’re Gonna Need Somebody on Your Bond,1930,blues; country blues; gospel
54c64875-a066-4b32-b432-180e7c293b43,Ray Noble and His Orchestra,I've Got My Love to Keep Me Warm / Slumming on Park Avenue,1937,jazz; big band
c3d003b7-8342-449a-8b86-ca3575545a0a,Adolf Jahr,"Himlastegen / Det blir sommar och sol, när du kommer till mig",1934,schlager; pop
e838bc0a-5353-4780-881b-77fe452602d1,Paul Robeson,The Killing Song / Congo Lullaby,1935,pop
0d12696e-9756-475a-85c9-e0c1c0f41772,Washboard Sam,Cherry Hill Blues / Levee Blues,1936,chicago blues; blues
7b505ef5-9cd8-4adc-8510-d7d8ed58262d,Franz Schubert,"Moments musicaux, Op. 94, Nos. 1-6, D.780",1937,classical
0baea1c1-6520-4faa-acda-929fd99f0f4c,Lotte Lenya,"Alabama-Song / Denn wie man sich bettet, so liegt man",1930,pop; ballad
90e76c73-44e3-4df5-88ab-216cb31f0371,Jean Sibelius,Symphony no. 5 in E-flat major / Pohjola's Daughter,1938,classical
96ef9412-3184-4e2d-bf91-4e7017892b8a,The DeZurik Sisters,The Arizona Yodeler / I Left Her Standing There,1938,country
9676f975-1368-40a0-9de8-e76d543dae86,The DeZurik Sisters,Go to Sleep My Darling Baby / Birmingham Jail,1938,country
03a13f09-c4d4-4814-b51b-095fd9f8756b,Adolf Jahr,När en sjöman går i land / Varför har en sjöman en flicka på varje hand,1937,schlager; pop
8d926bf1-e47d-484b-a8a7-0974073128dc,Henry Thomas,Charmin’ Betsy / Lovin’ Babe,1930,texas blues; blues
69700032-3cc6-44ea-89e7-a8d5b1a64fbe,Bing Crosby,Just a Gigolo / Wrap Your Troubles in Dreams (and Dream Your Troubles Away),1931,jazz; pop
90b822c5-ad54-4710-a6db-e27b85446151,Artur Rolén,Jag har en sommarvän vid kusten / Kalle glader,1938,schlager; pop
9b6ad9ef-469b-4837-a286-5185d0d0c5a3,Artur Rolén,Det kommer en båt blåa jackor / Skepparhistorier (Det låter otroligt),1939,folk
1ff5b927-7f34-45e2-b908-2a3797c33be7,George Formby,When I’m Cleaning Windows / Keep Your Seats Please,1936,pop
a518619b-d615-480e-83ce-a73ad51c899f,Hans Albers,"Kind, du brauchst nicht weinen / Ich habe ein Herz, das nach Liebe sich sehnt",1931,schlager; pop
a881dcef-1a44-471d-bab2-2151e6bb8f5e,Hans Albers,"Jawohl, meine Herr’n! (Foxtrot-Lied) / Ich hab’ eine kleine Philosophie",1937,schlager; pop
e72f7ddf-b05f-4ecd-9743-3424c2b91bd3,Casey Bill Weldon,We Gonna Move (To the Outskirts of Town) / Gonna Take My Time,1936,blues
1241f8eb-1f5b-4627-af02-83d9f99bfdc0,Richard Tauber,"Vienna, City of my Dreams / You Are My Heart's Delight",1939,opera; classical
93d4cea1-1da1-4bfe-b9e9-4be9bec76671,Rosetta Howard,If You’re a Viper / Rosetta Blues,1937,jazz; blues
4a5c0e91-d0ba-4bb0-bb11-dd43c1ad76cb,The Andrews Sisters,Nice Work If You Can Get It / Bei mir bist du schön,1937,jazz; big band
00676a64-b226-49e0-87b5-2e4bb63257af,Lead Belly,Four Day Worry Blues / New Black Snake Moan,1935,blues
cff258db-bcc8-4ea9-a474-34156a44a2c4,Lead Belly,Negro Sinful Songs,1939,folk; blues; country blues
5d085d70-1141-4b35-9329-2b9b42a70777,Marlene Dietrich,"Ich bin die fesche Lola / Kinder, heut' Abend such ich mir was aus",1930,schlager; pop
afba5b01-c4af-44f8-95f9-db85e7ef0473,Lilian Harvey,Christels Lied / Heurigen-Lied,1931,pop
0353bf27-f821-4c15-8504-815a536d0b00,Lilian Harvey,Ich tanze mit dir in den Himmel hinein / Chinamann…,1937,schlager; pop
41be5db6-d4c6-486e-8b21-74ae99c1e612,Lilian Harvey,"Liebling, mein Herz läßt dich grüßen / Ein Freund, Ein Guter Freund",1930,pop
552f2c02-ad47-48da-9c5f-a47bd4a69905,Lilian Harvey,Irgendwo auf der Welt gibt's ein kleines bißchen Glück / Wir zahlen keine Miete mehr,1932,pop
bdc340e6-c492-4f0d-bb51-d3d548b640ae,Édith Piaf,La Julie jolie / Va danser,1936,pop
ae9731f5-ec2a-4989-9c69-f65d5c64b084,Gitta Alpár,"Was kann so schön sein wie deine Liebe? / Ungarisches Lied (Dort, wo die Wälder grün)",1932,schlager; pop
21d0cf81-5a20-4d3c-96e0-45a84222ed2c,Jan Kiepura,Heute Nacht oder nie! / La Danza,1932,pop; classical
8dada75c-d880-4dfc-9673-079049db219a,Jan Kiepura,"Mein Herz ruft immer nur nach dir, oh Marita! / Ich sing' mein Lied heut' nur für dich!",1934,pop; ballad
00bdc377-9100-4b66-ba50-272c6138cda1,Louis Armstrong,Weather Bird / Dear Old Southland,1930,jazz
cdb75c03-4279-4ea3-86f7-7c186fbe25e6,Édith Piaf,Je n’en connais pas la fin / C’est lui que mon cœur a choisi,1939,pop
044b1519-a3e6-45d8-8129-ff137f709e68,Billie Holiday,Easy to Love / The Way You Look Tonight,1936,jazz
9915cb66-b536-4af7-9aaa-0f6ea29ed609,Heinz Rühmann,"Li-li, Li-li, Li-li, Liebe / Wozu ist die Straße da?",1936,schlager; pop
23fb365e-d6f6-4a0e-8f21-dc5dc2a64d11,Heinz Rühmann,Ich brech' die Herzen der stolzesten Frau'n / Ich tanz' mit Fräulein Dolly Swing,1938,schlager; pop
8af4c8e8-e51a-46f7-9fd1-9b4c32474117,Heinz Rühmann,Das kann doch einen Seemann nicht erschüttern / Wozu ist die Strasse da?,1939,schlager; pop
73efe6dc-fac0-48af-94bb-9a0e517062ac,Pola Negri,Wenn die Sonne hinter den Dächern versinkt / Vergiß deine Sehnsucht,1936,pop
f6dea4e9-e74c-4c1d-a14a-c461a684ff65,Carmen Cavallaro,Dancing in the Dark,1939,pop
ff4d7c1a-ed88-45c4-8bf8-553b7f43a974,Teddy Stauffer mit seinen Original Teddies,Alone / Goody Goody,1936,jazz; pop; swing
9c5d04c8-295b-458e-8281-593f92c1412c,Artur Rolén,"Margona / Aj, aj, aj, vilken röd liten ros",1938,schlager; pop
54abdfd0-8ad2-4b99-b4f8-bada964d5ad6,Kai Gullmar,Uti Rio de Janeiro / Jag har bara ögon för dig,1938,schlager; pop
7b90b63f-32b0-49a1-a08d-622c35b17046,Hans Moser,Der Patient,1932,comedy; non-music
c1f6c909-d447-467a-9a19-89c405e3ca33,Hans Moser,Der Heiratsvermittler,1932,comedy; non-music
4ddcda41-ea90-4309-b53d-de2be2205895,Hans Moser,Der Dienstmann,1936,non-music
d6985187-fc34-4bb5-b805-1f18a1286db3,The Light Crust Doughboys,"Gin Mill Blues / Pussy, Pussy, Pussy",1938,country; swing; non-music; jazz
7c2c3cca-051f-4d7a-896c-39da73da6af5,The Carter Family,Can The Circle Be Unbroken (Bye And Bye) / Glory To The Lamb,1935,country
0a65793a-63c6-4187-8632-3af8e462d803,Jimmie Rodgers,Blue Yodel No. 8 (Mule Skinner Blues) / Jimmie's Mean Mama Blues,1931,country
6a6173f8-201e-462a-b883-7ae4258a8b06,Rosita Serrano,Der Onkel Jonathan / Wenn du mich längst vergessen hast,1938,schlager; pop
03d04978-fa01-4ee4-b86a-ca9a134e219e,Coon–Sanders’ Original Nighthawk Orchestra,’Round My Heart / I Want to Go Home,1932,jazz
b990225a-ef31-42b4-9266-10ec14fc535a,Ted Fio Rito,Molly / Alone in the Rain,1930,jazz; pop
5f9d0f70-89d3-4c6f-8417-df4de75c121b,Coon–Sanders’ Original Nighthawk Orchestra,Sweepin’ the Clouds Away / Anytime’s the Time to Fall in Love,1930,jazz; pop; big band
7015638d-5cc6-4b23-990d-0708a65175f8,Coon–Sanders’ Original Nighthawk Orchestra,We Love Us / Talk of the Town,1930,jazz; pop; big band
a6fe90d6-7a26-4bda-a44a-dcdc97354bb8,Janko Blaho,Prečo Nemáš Trochu Lásky? / So Slzami V Očiach,1935,latin; tango
524b565a-dc20-49a5-a186-66bd84c5da5c,Janko Blaho,"Hrmelo, Pršalo / Nevolaj Za Vojakom",1937,pop
b19aca46-a979-4806-b75a-8bf39db90a88,Casa Loma Orchestra,Blue Prelude / The Dance of the Lame Duck,1933,jazz; big band; swing
7dc2146e-beec-45d3-b0a7-4f8e7d1982b8,Jean Sablon,Plus rien n’existe / Pour vous j’avais fait cette chanson,1937,pop
0ce4ca75-cbc4-419f-be42-4167577565d2,Harry Warren,Jeepers Creepers / Mutiny in the Nursery,1938,pop
62bcbdc7-f0a3-4edb-b986-da4de7958f79,Zarah Leander,Det vore nå’t för mej / Stadens mannekänger,1930,schlager; pop
56b72c6f-6df5-47c4-97f3-9339a334edb9,Zarah Leander,Det vore nå’t för mej / Stockholm blir Stockholm,1930,schlager; pop
52e28d8f-960d-42e7-a911-7a3195159fb3,Zarah Leander,Stockholm blir Stockholm / Från topp till tå,1930,pop
452c2ed7-ff71-4d5b-8b9e-57a718e72a62,Zarah Leander,Jag vet inte varför jag gör det / Ingenting att bjuda främmande på,1930,pop
970bc5cd-23f5-4766-87d4-9dea2282325b,Zarah Leander,Champagnenatt / Jag är blott en stackars liten kvinna,1931,schlager; pop
6e10fed1-0987-4999-aa57-b8305a0c1dec,Zarah Leander,För det vill han så gärna / Från topp till tå,1931,schlager; pop
dfa7b104-6956-494a-b6a0-e112bea37853,Zarah Leander,I nattens tysta timmar / Jag vet vad ingen annan kvinna vet,1930,schlager; pop
af5bce93-7a3f-45cf-b15b-7e9b44d4713c,Zarah Leander,Casanova / En juvel i mälardrottningens kron,1931,schlager; pop
03661954-fc4e-4617-8f10-348dcd66da4e,Zarah Leander,Realisation / Det bästa lägger herrarna beslag på,1931,schlager; pop
1df4fc58-6dd5-402a-884a-646bbd60e73d,Artur Rolén,Pantbanken / Tågresan,1933,comedy; non-music
2b57f06e-46a2-4581-83a5-9136aac9150c,Harry Torrani,Yodeller’s Dream Girl,1932,pop
1af9e67c-171c-4122-b128-7436ff496b55,The Carter Family,Happy or Lonesome / The East Virginia Blues,1934,country
3a14fc79-dd9d-4df9-9b81-a91bb1bba95b,Ray Ventura,Tout va très bien / Je crois bien que c’est l’amour,1935,jazz; pop; swing
6c5930f4-557e-4dcb-9187-8b13dac7a623,G. H. Elliott,"Sleepy Time Down South / Tell Me, Are You From Georgia?",1932,pop
a9461cc9-cfff-4d42-b2cf-dd5a72e2d35b,Bing Crosby,She Reminds Me of You / Straight From the Shoulder (Right From the Heart),1939,jazz; pop
aa5b384c-507d-4c0d-bd69-120ae3254307,Bing Crosby,Love in Bloom / Give Me a Heart to Sing To,1935,pop
b3534ec8-d54d-4980-a9a2-44c6785c632f,Bing Crosby,Love in Bloom / Straight From the Shoulder (Right From the Heart),1934,musical; pop
3ea00b70-7a53-43fa-a806-0848bd336ef5,George Scott-Wood,Minuet for a Modern Miss / Plastered in Paris,1938,jazz; big band; swing
14c053ea-76cb-46d7-8dd8-d13250e0ed0d,Lys Gauty,Tu m’as fait tant souffrir / Prends moi dans tes bras,1932,pop
c31a3efa-ada6-448b-95d4-d6ec33c9250b,George Scott-Wood,Chopsticks / Three Little Fishies,1939,jazz; swing
80d8db69-2613-4ae8-9787-2c2821de116c,Dwight Fiske,Mickey Finn / The Fourteenth Wedding Anniversary,1937,jazz; comedy
a7b66c67-657b-4c53-bdf1-8558b2396025,Nan Blakstone,I Can't Find a Place to Do It / Modern Romeo,1934,musical; pop
7b5244d6-bee5-44c4-a822-727b152de1b5,Dwight Fiske,Liberty Music Shops Present Dwight Fiske,1939,jazz; pop; comedy
b0266bdc-9c25-4bb1-894e-8925eb808759,Vera Lynn,We’ll Meet Again / Later On,1939,pop; electronic
96860fe8-087e-467e-a1b0-ed7db2f6d42b,The Count Basie Orchestra,Honeysuckle Rose / Roseland Shuffle,1937,jazz; big band; swing
7b50e48e-ad1c-4860-bd33-de2fda839d8c,The Count Basie Orchestra,Boogie Woogie / Exactly Like You,1937,jazz; big band
b46f3e87-198e-47b9-b386-cf82016df583,The Count Basie Orchestra,Pennies From Heaven / Swinging at the Daisy Chain,1937,jazz; big band
fc991608-c580-4fa1-97e7-3d57a575dfd1,Ernst Fischer,Weihnachtslieder zum Mitsingen,1933,classical
3de33174-6a7e-451f-9226-578de46c2990,The Count Basie Orchestra,Boo‐Hoo / The Glory of Love,1937,jazz; big band
890bb43b-8391-48b1-bf6a-26babd57b929,The Count Basie Orchestra,Every Tub / Now Will You Be Good,1938,jazz; big band; swing
bb665487-3d43-492a-b180-e5be39bbc941,Rosita Serrano,Der kleine Liebesvogel / Mein Herz sehnt sich nach Liebe,1938,pop
5e1c752d-b3f0-48a6-abaf-b672d3df068a,Rosita Serrano,"Oui, Madame / Das ist mein Parfum",1938,pop
43e6b668-b52a-4c76-99cc-0121d9da92ed,La Bolduc,J'ai Un Bouton Sur La Langue,1932,pop
29a5d82f-a0d3-4a0f-be25-54f70ea23fb8,Helen Kane,Ain’tcha? / I Have to Have You,1930,pop
e86bf5c7-23c8-48a8-aa31-f1a2407d6959,Jean Sablon,Sur Le Pont D'Avignon / Je Tire Ma Révérence,1939,pop
0ff9cd0e-bccf-47d0-ad8a-2ff65cf2a11f,Bing Crosby,The Moon Was Yellow (and the Night Was Young) / The Very Thought of You,1934,pop
602cfe46-a71a-46e2-8329-67e2687ae491,Roy Fox and His Orchestra,Josephine / Miracles Sometimes Happen,1937,jazz; pop; big band
d4a3b0d9-0c7d-416c-9391-5e7ec4e285cb,Glen Gray,Where There's Smoke - There's Fire / Blue Moon,1934,jazz; pop
ffbe0f70-7cbf-4b45-8d49-817d1fa94782,Lou Bandy,Mag ik van u een foto / Ik ben Diogenes,1938,schlager; pop
e07a19a7-cf25-40ff-a4f7-4999c86bd176,Lou Bandy,Wie zie ik daar? / Bel Ami,1939,schlager; pop
c617d976-0d24-4bef-9c96-bc3b5a60814e,Walter Davis,Santa Claus / Every Day I Have the Blues,1935,piano blues; blues
86d52bab-cde2-407d-b244-bf8f47d1ac3e,Mississippi John Hurt,Avalon Blues / Ain't No Tellin',1930,delta blues; blues; country blues
6adfeaac-ec44-4292-b3fb-e6e610c1d031,Lucienne Boyer,Si petite / Sans toi,1932,pop; latin; tango
785ed9dd-13a9-4dae-b87b-a0dc5952d324,Lucienne Boyer,Le Coup dur / Attends,1930,pop
a30794d6-dd23-4eb6-be4a-7da3b6f588ff,Lucienne Boyer,Parle‐moi… / Prenez mes roses,1930,chanson; pop
4d2e14dd-1c2b-49b5-be2e-a3e07955f92b,Tino Rossi,Colomba / Le bonheur n'est plus un rêve,1935,pop
a9644d3e-210c-4076-9ec7-33b2f41bea16,The Count Basie Orchestra,Don’t You Miss Your Baby? / Topsy,1938,jazz; big band; swing
7ef2994d-43a9-456b-a3fd-f24f86cbe609,Benny Goodman,Basin Street Blues / Beale Street Blues,1931,blues
2319d9ee-be50-4663-9379-9c08b8be3bab,Sister Rosetta Tharpe,My Man and I / That's All,1938,blues
f264e72b-4a8e-41c6-8fc8-3da7e0982230,Harry James,Boo‐Woo / Woo‐Woo,1939,boogie-woogie; jazz; blues
5f125fca-8838-4d31-a663-388d615a0535,Evert Granholm,En strålande vårdag i Wien / Låt oss möta våren,1939,schlager; pop
f0796e99-9825-478b-9b4e-35b174624dce,Duke Ellington and His Orchestra,Yellow Dog Blues / Louisiana,1938,jazz; big band
4781d5cf-1c2f-4746-89a6-0c83267f8f64,The Carter Family,Worried Man Blues / The Cannon-Ball,1930,country
4931d98b-f5d4-447c-92c3-f2fcb4adce26,The Carter Family,The Homestead on the Farm / The Cyclone of Ryecove,1930,country
66a5132c-04df-42a8-baca-a35ce83fd1ab,The Carter Family,John Hardy Was a Desperate Little Man / Bring Back My Blue-Eyed Boy to Me,1930,country
307139dc-55d7-4a6c-a1d8-1b4c66d192d8,Dorothea Trowbridge,Bad Luck Blues / Slavin' Mama Blues,1934,blues
d2c9ec5b-8da0-447c-aed3-45b232200f08,Leo Soileau,La Valse de Josephine / Grosse Mama,1930,cajun
795a5b43-8a40-4c26-aee2-b96f23708939,Zarah Leander,Nur nicht aus Liebe weinen… / Romanze,1939,pop
69984ab0-9d71-4767-9946-3ffeb9705cbd,Zarah Leander,Zigenarblod / Narrens sång,1931,schlager; pop
7d20f9a1-d91a-47db-95bf-bdd715676895,Zarah Leander,Ögon som ljuga och le / Min kärlek den blommar om natten,1931,schlager; pop
d195f100-67c8-43c6-8ff1-3e8f1e72c094,Zarah Leander,Ge dig helt / Som du vill ha mig,1933,schlager; pop
b08b4a45-3556-49e6-8d39-9874b0c89322,Zarah Leander,Det kan du inte veta / Jag hört i vindens sus en sång,1938,schlager; pop
a9e392f9-654c-4b13-b324-245abf787586,Zarah Leander,På Café Zigan i Budapest / Det började med ett glas champagne,1936,schlager; pop
666800b0-78fe-4df6-b125-f16ebf183cb0,Zarah Leander,"Köp en ros från Bois de Boulogne / En viol, monsieur!",1939,schlager; pop
8be874dc-a076-400a-aaea-af3d19c3de0b,Zarah Leander,"Yes, Sir! / En Filmidol",1937,schlager; pop
e308e8f4-d07e-4fc3-9709-8bd738846f67,Zarah Leander,"Nur nicht aus Liebe weinen… / Schlafe, mein Geliebter!",1939,pop; ballad
c4f191a9-8ddb-4963-90f9-e966a7cc7157,Zarah Leander,"Gebundene Hände / Merci, mon ami!",1937,musical
089a0cdf-4e75-4cc3-9792-afb93797b151,Zarah Leander,"Säg en lögn, men säg den som en gentleman / Aldrig",1933,schlager; pop
b65d3e2b-1488-4f5d-9d07-7fb8f064ac06,Zarah Leander,Von der Puszta will ich träumen / Kann denn Liebe Sünde sein?,1938,schlager; jazz; pop
9a84276d-0d6f-4ba4-af77-5bca785bfa8b,Zarah Leander,Längtan / Jag står i regnet,1937,schlager; pop
00ef39b7-6613-4588-bfbd-ef7f2c92f153,Zarah Leander,Bei mir bist Du schön / Budapest,1938,schlager; pop
4a86fea5-c5b0-497a-94f8-290936e0dc55,Zarah Leander,En dag utan daj / Ett ensamt hjärta,1933,schlager; pop
16123e18-c9e4-4ffb-8284-651ace979e5e,Zarah Leander,Ich steh’ im Regen… / Kinostar!,1937,chanson; schlager; pop
