release_mbid,artist_name,release_name,release_year,release_genres
d13c7e33-0a4d-4e2a-9bad-ad1e713cf9fb,Charles d’Almaine,Hornpipe Medley,1908,folk
ed104f99-c713-4dd5-af52-c20bdf6f718b,Billy Murray,I've Got Rings on My Fingers,1909,pop
bfcecb35-8373-43ea-832c-fd1b9f9c7080,Мария Михайлова,"Арiя изъ оп. ""Бразильская Жемчужина""",1905,opera; classical
a4b14610-cafc-4052-b44d-8b331bcd7eb5,Надежда Плевицкая,"Вино, любовь есть наслажденье / Встань пройдись со мной родная / Въ среду на базаръ я выходила",1909,folk
8d5d2f5e-bbf3-45ff-b188-a4c27fe26760,Arrigo Boito,Mefistofele: Dai campi dai prati,1902,opera; classical
56a2319b-5587-4c28-b7e1-4f24a91e40d8,Clara Butt,Husheen,1908,opera; classical
49718322-b34e-44c5-b8e8-9bd73f475c7a,Антонина Васильевна Нежданова,Колыбельная Песнь,1906,classical
9a86a0e9-3ba0-41aa-ac45-ddbc6a83ee30,Walter Van Brunt,When I Dream in the Gloaming of You / When We Listened to the Chiming of the Old Church Bell.,1909,pop
82fc3ff3-4a8f-439d-8fc7-c0fc68668ba1,Ada Jones,When You Steal A Kiss Or Two,1908,pop
a1187d31-b712-4ce7-8da2-4d3e886b37c4,Polin,La dernière carotte,1907,pop; cabaret
42fb48a5-8f28-4ad2-bdb0-a3f194ef8acc,DeWolf Hopper,Casey at the Bat,1906,poetry; comedy; non-music; vaudeville
