release_year,artist_name,release_name,release_genres,lat,lon
1942,Anne Shelton,Love Is a Song,easy listening; pop; ballad,51.5039,-0.1036
1947,Dorothy Shay,The Park Avenue Hillbillie Sings,jazz; pop; big band,30.3262,-81.6579
1946,Al Jolson,In Songs He Made Famous,jazz; pop,55.3564,22.4052
1947,Glenn Miller,Glenn Miller Masterpieces,jazz,40.739,-95.0371
1947,Al Jolson,Souvenir Album,jazz; pop,55.3564,22.4052
1948,Vaughn Monroe,Down Memory Lane,jazz; pop,41.0831,-81.5185
1947,Dorothy Shay,The Park Avenue Hillbillie Goes to Town,jazz; big band,30.3262,-81.6579
1946,Bing Crosby,St. Patrick’s Day,pop,47.2455,-122.4383
1946,Norman Granz,Norman Granz' Jazz At The Philharmonic Vol.5,jazz; swing,34.0537,-118.2428
1949,Vera Lynn,Sincerely Yours,easy listening; jazz; pop,51.5394,0.0526
1942,Carmen Cavallaro,Songs of Our Times: Song Hits of 1932,easy listening; jazz; pop,40.7127,-74.006
1949,Perry Como,Give Me Your Hand / I Wish I Had A Record,pop,40.2588,-80.1867
1943,Dooley Wilson,As Time Goes By / Knock On Wood,pop,32.3513,-95.3011
1948,Al Jolson,Volume Three,pop,55.3564,22.4052
1945,Bing Crosby,"The Bells of St. Mary’s / I’ll Take You Home Again, Kathleen",pop,47.2455,-122.4383
1946,Grandpa Jones,I’ve Been All Around This World,country,37.5726,-85.1551
1948,Frankie Carle,Roses in Rhythm,jazz,41.824,-71.4128
1948,Richard Rodgers,Words and Music,musical,40.7127,-74.006
1942,Bing Crosby,"Silent Night, Holy Night / Adeste fideles (O, Come All Ye Faithful)",pop,47.2455,-122.4383
1944,Bing Crosby,The Day After Forever / It Could Happen to You,pop; big band,47.2455,-122.4383
1945,Count Basie,I Found a New Baby / As Long as I Live,jazz,40.3471,-74.0643
1941,Count Basie,As Long as I Live / Benny’s Bugle,jazz; swing,40.3471,-74.0643
1945,Dick Haymes,That’s for Me / It Might as Well Be Spring,pop,-34.6096,-58.3888
1945,Dick Haymes,It’s a Grand Night for Singing / All I Owe Ioway,pop,-34.6096,-58.3888
1947,Earl Coleman,Dewey Square / This Is Always,jazz,42.9761,-82.4334
1943,Artie Shaw,Four Star Favorites,jazz; big band,40.7127,-74.006
1946,Bob Eberly,Latin American Favorites,latin; pop,42.9029,-73.6873
1949,Red Foley,Tennessee Polka / I'm Throwing Rice (At the Girl I Love),pop,37.4909,-84.7074
1946,Ella Mae Morse,The House of Blue Lights / Hey Mr. Postman,jazz; blues; swing,32.5635,-97.142
1944,Josh White,St. James Infirmary / No. 12 Train,country blues; blues,34.8514,-82.3985
1945,Yves Montand,Dans les plaines du Far-West / Luna Park,pop,43.8707,10.814
1941,Hans Moser,"Wenn der Herrgott net will, nutzt es gar nix",schlager; pop,48.2084,16.3725
1942,Josh White,Evil Hearted Man / House of the Rising Sun,blues,34.8514,-82.3985
1947,Ella Fitzgerald,Guilty / Sentimental Journey,easy listening; jazz,36.9775,-76.4298
1944,Roy Acuff,The Great Speckled Bird / The Honey Song,country; big band; jazz; pop,36.2497,-83.7989
1941,Ernest Tubb,Walking the Floor Over You / I'm Missing You,honky tonk,31.2639,-98.5456
1941,Django Reinhardt,Vendredi 13 / Crépuscule,jazz; swing,50.5136,4.4208
1949,Bill Monroe and the Bluegrass Boys,It’s Mighty Dark to Travel / When You Are Lonely,bluegrass,33.7545,-84.3898
1948,Tex Ritter,Boll Weevil / Rye Whiskey,country,32.0394,-94.4074
1946,Bill Monroe and the Bluegrass Boys,Rocky Road Blues / Kentucky Waltz,country; bluegrass,33.7545,-84.3898
1947,Teddy Stauffer mit seinen Original Teddies,Linda / Mademoiselle Hortensia,jazz; pop; swing,51.1638,10.4478
1947,Ken Carson,On the Alamo,country,34.5381,-96.2186
1943,Jo Stafford,Old Aquaintance / How Sweet You Are,pop,36.1397,-120.3601
1945,Jo Stafford,Let’s Take the Long Way Home / I Promise You,pop,36.1397,-120.3601
1949,Charlie Parker,Charlie Parker With Strings,figure this out; jazz; bop,39.1001,-94.5781
1945,Luiz Gonzaga,Dança Mariquinha / Impertinente,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Saudades De Ouro Preto / Pé De Serra,forró; latin; baião,-8.4116,-37.592
1945,Luiz Gonzaga,Queixumes / Zinha,latin,-8.4116,-37.592
1943,Luiz Gonzaga,Araponga / Meu Passado,latin; forró,-8.4116,-37.592
1943,Luiz Gonzaga,Destino / Galo Garnizé,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Calangotango / Minha Guanabara,latin; forró,-8.4116,-37.592
1943,Luiz Gonzaga,Alza Manolita / O Chamego Da Guiomar,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Aquele Chorinho / Lígia,latin; forró,-8.4116,-37.592
1945,Luiz Gonzaga,Na Hora H / Mara,latin; forró,-8.4116,-37.592
1945,Luiz Gonzaga,Bolo Mimoso / Dança Do Macaco,latin; forró,-8.4116,-37.592
1943,Luiz Gonzaga,Apanhei-Te Cavaquinho / Ivone,latin; forró,-8.4116,-37.592
1945,Luiz Gonzaga,Passeando Em Paris / Aperreado,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Saudade / Apitando Na Curva,latin; forró,-8.4116,-37.592
1945,Luiz Gonzaga,Caxangá / Cortando Pano,choro; latin,-8.4116,-37.592
1945,Luiz Gonzaga,Provocando As Cordas / Última Inspiração,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Seu Januário / Sant'ana,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Saudades De Areal / Pisa De Mansinho,latin; forró,-8.4116,-37.592
1942,Luiz Gonzaga,Sanfonando / Verônica,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,Eu vou cortando / Cai no frevo,latin; forró,-8.4116,-37.592
1947,Luiz Gonzaga,No Meu Pé De Serra / Pagode Russo,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,Marieta / De Juazeiro A Pirapora,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,Festa Napolitana / Ovo Azul,latin; forró,-8.4116,-37.592
1947,Luiz Gonzaga,Vou Pra Roça / Asa Branca,forró; latin; baião,-8.4116,-37.592
1946,Luiz Gonzaga,Não bate nele / Calango da lacraia,latin,-8.4116,-37.592
1946,Luiz Gonzaga,Pão Duro / Sabido,latin; forró,-8.4116,-37.592
1947,Luiz Gonzaga,Todo Homem Quer / Tenho Onde Morar,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,Toca Uma Polquinha / Feijão Cum Côve,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,É Pra Rir Ou Não É / Devolve,forró; choro; latin,-8.4116,-37.592
1946,Luiz Gonzaga,Saudades De Matão / Brejeiro,latin; forró,-8.4116,-37.592
1947,Luiz Gonzaga,Balanço Do Calango / Coração De Mulher,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,Ô De Casa / Chamego Das Cabrochas,latin; forró,-8.4116,-37.592
1946,Luiz Gonzaga,Isto É Que Nós Queremos / Perpétua,latin; forró,-8.4116,-37.592
1949,Luiz Gonzaga,Juazeiro / Baião,latin; forró,-8.4116,-37.592
1949,Hank Williams,Lovesick Blues / Never Again (Will I Knock On Your Door),country; honky tonk,33.6846,-86.8755
1948,Dennis Day,Clancy Lowered the Boom,jazz; pop,40.8467,-73.8786
1941,Charles Trenet,La Romance de Paris / Un rien me fait chanter,musical; pop,43.1838,3.0042
1949,Hazel Scott,Swinging the Classics,jazz; swing,10.6573,-61.518
1949,Ray Kinney,Sweet Hawaiian Moonlight,pop; folk,19.7074,-155.0816
1942,Lena Horne,The Man I Love / Where or When,jazz; pop,40.6834,-73.9412
1942,Ferruccio Tagliavini,Voglio vivere così / Tu non mi lascerai,pop,44.6978,10.6305
1946,"Dick ""Two Ton"" Baker",Christmas Party,pop,41.8756,-87.6244
1940,The Ink Spots,Puttin' and Takin' / I'm Only Human,pop,39.7683,-86.1584
1945,Harry “The Hipster” Gibson,Stop That Dancin’ Up There / Put a Nickel in the Slot / Hoe Downs,country; pop,40.8467,-73.8786
1943,Lina Margy,Tu m’apportes / Ah ! Le Petit Vin blanc,pop,45.401,2.4993
1947,Bill Monroe and the Bluegrass Boys,Will You Be Loving Another Man? / Blue Yodel No. 4,bluegrass,33.7545,-84.3898
1947,Bill Monroe and the Bluegrass Boys,Mansions for Me / Mother's Only Sleeping,bluegrass,33.7545,-84.3898
1947,Bill Monroe and the Bluegrass Boys,How Will I Explain About You? / Blue Grass Special,bluegrass,33.7545,-84.3898
1948,Bill Monroe and the Bluegrass Boys,Shine Hallelujah Shine / I’m Traveling On and On,bluegrass; gospel,33.7545,-84.3898
1947,Jule Styne,High Button Shoes,musical,51.5074,-0.1278
1940,The Andrews Sisters,I Want My Mama / Oh He Loves Me,jazz; pop; big band,44.9773,-93.2655
1942,Bill Monroe and the Bluegrass Boys,Back Up and Push / Honky Tonk Swing,bluegrass,33.7545,-84.3898
1942,Bill Monroe and the Bluegrass Boys,The Coupon Song / Orange Blossom Special,bluegrass,33.7545,-84.3898
1948,Bill Monroe and the Bluegrass Boys,I Hear a Sweet Voice Calling / Little Cabin Home on the Hill,bluegrass,33.7545,-84.3898
1948,Bill Monroe and the Bluegrass Boys,Little Community Church / That Home Above,country; bluegrass; gospel,33.7545,-84.3898
1945,George Scott-Wood,Satan Takes a Holiday / Whoa! Babe!,pop; ballad,55.8612,-4.2502
1946,Helen Humes,If I Could Be With You One Hour Tonight / Drive Me Daddy,jazz; blues,38.2542,-85.7594
1945,The Andrews Sisters,The Blond Sailor / Lily Belle,jazz; pop; big band,44.9773,-93.2655
1944,Manolo el Malagueño,Una Rosa Se Moría / Aires De Córdoba,flamenco; latin,36.7213,-4.4216
1947,The Andrews Sisters,His Feet Too Big for de Bed / Jack Jack Jack,pop,44.9773,-93.2655
1949,The Andrews Sisters,Don’t Rob Another Man’s Castle / I’m Biting My Fingernails and Thinking of You,country; jazz; swing,44.9773,-93.2655
1947,Mel Henke,Alexander's Ragtime Band / What Is This Thing Called Love,jazz,41.8756,-87.6244
1948,Jimmy Witherspoon,How I Hate to See Xmas Come Around,jazz; blues,33.9182,-93.1488
1947,Paul‐Émile Piché,Je Suis Fille De Prairie / La Rose De Galveston,country,52.4761,-71.8259
1949,Bill Monroe and the Bluegrass Boys,Blue Grass Breakdown / Toy Heart,bluegrass,33.7545,-84.3898
1948,Bill Monroe and the Bluegrass Boys,Wicked Path of Sin / Summertime Is Past and Gone,country; bluegrass,33.7545,-84.3898
1949,Bill Monroe and the Bluegrass Boys,Heavy Traffic Ahead / Along About Daybreak,bluegrass,33.7545,-84.3898
1949,Bill Monroe and the Bluegrass Boys,The Girl in the Blue Velvet Band / Blue Grass Stomp,bluegrass,33.7545,-84.3898
1943,Duke Ellington and His Orchestra,A Duke Ellington Panorama,jazz; big band,40.8079,-73.9455
1945,Ernest Tubb,Should I Come Home to You / It's Been So Long Darling,country,31.2639,-98.5456
1944,Ernest Tubb,Soldier's Last Letter / Yesterday's Tears,country,31.2639,-98.5456
1947,Earl Bostic,845 Stomp / Earl’s Rumboogie,jazz,36.1563,-95.9928
1942,Ernest Tubb,Our Baby's Book / You May Have Your Picture,country,31.2639,-98.5456
1949,Mel Tormé,Blue Moon / Again,pop,41.8756,-87.6244
1949,Martha Raye,"Ooh, Doctor Kinsey! / After You've Gone",jazz; pop,46.0132,-112.5365
1940,Eddie Green,"A Jam Session at Commodore, No.3",jazz; swing,39.2909,-76.6108
1944,Wiley Walker,I Might Have Known / I Want to Live and Love,country,30.9656,-86.4607
1949,Doris Day,You're My Thrill,pop,39.1015,-84.5125
1946,Bing Crosby,Give Me the Simple Life / It’s the Talk of the Town,jazz; pop,47.2455,-122.4383
1947,Johnny Mercer,Save the Bones for Henry Jones (’Cause Henry Don’t Eat No Meat) / Harmony,pop,32.079,-81.0921
1945,Ike Quebec,Ike Quebec Tenor Sax,jazz,40.7357,-74.1724
1945,Ike Quebec,Jim Dawgs / I Q Blues,jazz,40.7357,-74.1724
1945,Eddy Duchin,Duchin Reminisces,easy listening; jazz; pop,42.3656,-71.104
1942,Eddy Duchin,Plays Cole Porter,easy listening; jazz; pop,42.3656,-71.104
1944,Eddy Duchin,Eddy Duchin Plays the Music of George Gershwin,pop,42.3656,-71.104
1940,Mary Healy,I Hear a Rhapsody / Down Argentina Way,pop,29.9561,-90.0734
1940,Vera Lynn,A Nightingale Sang in Berkeley Square / A Little King Without a Crown,easy listening; jazz,51.5394,0.0526
1946,Édith Piaf,Dans les prisons de Nantes / Céline,pop,48.8717,2.3851
1949,Les Compagnons de la Chanson,Catherine / Douce Nuit,pop,45.7578,4.832
1947,Fats Navarro,Goin to Mintons / Half-Nelson,jazz,24.5548,-81.8021
1947,Charlie Parker,Buzzy / Donna Lee,jazz,39.1001,-94.5781
1945,Lawrence Welk,Spotlight Bands,jazz; pop,47.6201,-100.5407
1945,Georgie Auld,How Long Blues / Nine O'Clock Beer,jazz,43.6535,-79.3839
1945,Georgie Auld,Poon-Tang / Blues Before Dawn,jazz,43.6535,-79.3839
1948,Rex Stewart,Main Stem / Stompy Jones,jazz; swing,39.9527,-75.1635
1944,Duke Ellington and His Orchestra,Boy Meets Horn / Savoy,jazz; big band; swing,40.8079,-73.9455
1949,Rex Stewart,September in the Rain / It Don't Mean a Thing If It Ain't Got That Swing,jazz; swing,39.9527,-75.1635
1948,Rex Stewart,Things Ain't What They Used to Be / Black and Blue,jazz,39.9527,-75.1635
1947,Charlie Parker,Lover Man / Be Bop,jazz,39.1001,-94.5781
1946,Charlie Parker,Thriving on a Riff,jazz,39.1001,-94.5781
1946,Charlie Parker,Romance Without Finance / I'll Always Love You Just the Same,jazz,39.1001,-94.5781
1947,Charlie Parker,Stupendous / Bikini,jazz,39.1001,-94.5781
1949,Flip Phillips,No Noise,afro-cuban jazz; jazz,40.6526,-73.9497
1945,Charlie Parker,Red Cross / Tiny's Tempo,jazz,39.1001,-94.5781
1945,Dizzy Gillespie,Lover Man / Shaw 'Nuff,jazz,34.6977,-79.8834
1949,Charlie Parker,Mango Mangue / Okiedoke,afro-cuban jazz; jazz,39.1001,-94.5781
1949,Charlie Parker,Drifting on a Reed / The Gypsy,jazz,39.1001,-94.5781
1946,Lou Bandy,Dat heeft Loutje weer gedaan / Mijn tijd zit erop,schlager; pop,52.08,4.3113
1945,Johnny Mercer,I’m Gonna See My Baby / Candy,jazz; pop; big band,32.079,-81.0921
1940,Alix Combelle,Nuages / Les Yeux noirs,jazz; swing,48.8535,2.3484
1946,Johnny Mercer,Johnny Mercer and the Pied Pipers,pop,32.079,-81.0921
1941,Benny Goodman,First Rhapsody for Clarinet,jazz; classical,41.8756,-87.6244
1949,Sidney Bechet,Les Oignons / Ridin' Easy Blues,jazz; dixieland,29.9561,-90.0734
1942,Judy Garland,"For Me And My Gal / When You Wore A Tulip And I Wore A Big, Red Rose",jazz; pop; big band,47.2372,-93.5302
1943,Gus Viseur,Chantons Ensemble / Gus & Gus,jazz; swing,50.7123,3.8301
1942,Roy Acuff,Wreck on the Highway / Fire Ball Mail,country,36.2497,-83.7989
1947,Marion Abernathy,Junior Blues / Scroogli-Oli-Re-Bos,jazz; blues,41.8756,-87.6244
1947,Sonny Boy Williamson,Hoodo Hoodo / Sonny Boy's Cold Chills,blues,35.6144,-88.8177
1949,Bob Atcher,"Smiling With a Broken Heart / Money, Marbles and Chalk",country,37.5726,-85.1551
1947,Hank Williams,Calling You/Never Again (Will I Knock At Your Door),country; honky tonk,33.6846,-86.8755
1945,Vera Lynn,A Brown Bird Singing / Ave Maria,pop,51.5394,0.0526
1948,Hank Williams,I Saw the Light / Six More Miles (to the Graveyard),country,33.6846,-86.8755
1949,Lys Assia,Ponylied / O mein Papa,pop,47.4027,8.1274
1948,Gail Laughton,Always / I'm Waiting for Ships That Never Come In,easy listening; pop,36.1563,-95.9928
1948,Gail Laughton,When Day Is Done / Cocktails for Two,easy listening; pop,36.1563,-95.9928
1947,Ray Noble and His Orchestra,I'll Dance At Your Wedding / Those Things Money Can't Buy,big band; swing; jazz; pop,51.5074,-0.1278
1943,Bing Crosby,People Will Say We’re in Love / Oh! What a Beautiful Mornin’,pop,47.2455,-122.4383
1949,Petula Clark,"Music, Music, Music / Blossoms on the Bough",pop,51.3326,-0.2678
1948,Bing Crosby,Sweet Leilani / Aloha Oe (Farewell to Thee),pop,47.2455,-122.4383
1945,Effie Smith,"Ooh, What I Dreamed About You / Ditty Bag Jump",jazz; blues,34.9551,-97.2684
1946,Effie Smith,I Been Down in Texas / Root-Lie-Voot,jump blues; jazz; blues,34.9551,-97.2684
1945,Effie Smith,Wee Baby Brother Blues / Gettin' Out,jazz; blues,34.9551,-97.2684
1940,Игорь Фёдорович Стравинский,Le Sacre du Printemps (The Rite of Spring),classical,59.9607,30.1587
1949,Béla Bartók,"Bartók: Concerto no. 3 for Piano and Orchestra / Miaskovsky: Symphony no. 21 in F-sharp minor, op. 51",classical,46.0711,20.6241
1940,Сергей Васильевич Рахманинов,Piano Concerto no. 2 in C minor,classical,62.0231,45.1816
1949,Gene Austin,Hush Little Darling / Git Along,pop,33.6248,-97.1428
1949,The Ink Spots,Who Do You Know In Heaven (That Made You The Angel You Are?) / You're Breaking My Heart,pop,39.7683,-86.1584
1940,Woody Guthrie,Dust Bowl Singles,folk,35.4326,-96.305
1946,Alice Moore,Black and Evil Blues / Broadway Street Woman Blues,blues,35.773,-86.282
1946,Zeke Turner,Guitar Reel / No One Will Ever Know,country,37.4138,-79.1422
1947,Dinah Shore,So Dear to My Heart / Lavender Blue (Dilly Dilly),jazz; pop,35.186,-86.1118
1945,Duke Ellington and His Orchestra,Creole Love Call / Cool as a Fool in a Pool / Singin’ in the Rain,jazz; big band; swing,40.8079,-73.9455
1944,Johnny Mercer,Songs by Johnny Mercer,pop,32.079,-81.0921
1948,Willard Robison,Willard Robison's Deep River Music,jazz; pop,39.6939,-92.043
1942,Lena Horne,Stormy Weather / Ill Wind,jazz; pop,40.6834,-73.9412
1944,Andrex,Y'a des zazous / Ça monte... et ça redescend,jazz; swing,43.2962,5.37
1941,Zarah Leander,Glada änkan,classical; operetta,59.3809,13.5028
1940,Zarah Leander,Du darfst mir nie mehr rote Rosen schenken! / … und dann tanz’ ich einen Czárdás!,schlager; pop,59.3809,13.5028
1941,Zarah Leander,Die lustige Witwe (Potpourri),pop; classical,59.3809,13.5028
1943,Zarah Leander,Son av Napoli / Fredsduvan,schlager; pop,59.3809,13.5028
1941,Zarah Leander,Er heißt Waldemar! / Wen ich liebe…,schlager; pop,59.3809,13.5028
1941,Zarah Leander,Ich will nicht vergessen… / Ich sag’ nicht „Ja“ – ich sag’ nicht „Nein“,schlager; pop; ballad,59.3809,13.5028
1942,Zarah Leander,"Mein Leben für die Liebe – jawohl! / Ich weiß, es wird einmal ein Wunder gescheh’n",schlager; pop,59.3809,13.5028
1940,Zarah Leander,"Reite, kleiner Reiter! / Schiff ahoi!",schlager; pop,59.3809,13.5028
1943,Zarah Leander,Jede Nacht ein neues Glück… / Einen wie Dich könnt’ ich lieben,schlager; pop,59.3809,13.5028
1942,Zarah Leander,Får jag lämna några blommor / Mi‐Luti‐Lo,schlager; pop,59.3809,13.5028
1940,Zarah Leander,Wo ist Dein Herz? / Schlummerlied,schlager; pop,59.3809,13.5028
1943,Zarah Leander,So glücklich wie Du und so selig wie ich / Ich hab’ Angst vor Dir und der Liebe,schlager; pop,59.3809,13.5028
1942,Zarah Leander,Davon geht die Welt nicht unter… / Blaue Husaren,chanson; schlager; pop,59.3809,13.5028
1949,Zarah Leander,"Mitt hjärta säger nej / Säg tyst, du har mig kär",schlager; pop,59.3809,13.5028
1943,Zarah Leander,I kväll faller en stjärna för mig / Café Rouge,schlager; pop,59.3809,13.5028
1943,Zarah Leander,En vårfantasi / På Café Zigan i Budapest,pop,59.3809,13.5028
1944,Lester Young,The Master's Touch,jazz; swing,31.1026,-91.2991
1946,Βασίλης Τσιτσάνης,Δροσούλα / Μάγκας βγήκε για συργιάνι,rebetiko,39.5561,21.7679
1948,Σπύρος Περιστέρης,Τρεις καβαλάρηδες / Γλεντάτε νιοί τα νειάτα σας,rebetiko,38.4193,27.1285
1948,Σπύρος Περιστέρης,Απόψε θάρθω να στα ψάλλω / Μια κοπέλλα στ' ακρογιάλι,rebetiko,38.4193,27.1285
1946,The Andrews Sisters,Rumors Are Flying / Them That Has - Gets,pop,44.9773,-93.2655
1946,Ella Fitzgerald,You Won’t Be Satisfied (Until You Break My Heart) / The Frim Fram Sauce,jazz; pop; big band,36.9775,-76.4298
1948,Βασίλης Τσιτσάνης,Η σατράπισσα (Αραμπάς περνά) / Τ' ομορφόπαιδο,rebetiko,39.5561,21.7679
1949,Βασίλης Τσιτσάνης,Για τα μάτια π' αγαπώ / Ο παντρεμένος,rebetiko,39.5561,21.7679
1948,Vernon Duke,This Is My Beloved,jazz; big band; non-music,54.8775,27.604
1946,W.C. Fields,W. C. Fields ...his only recordings,comedy; non-music; swing; jazz; ragtime,39.9527,-75.1635
1949,Γρηγόρης Μπιθικώτσης,Το καντήλι τρεμοσβύνει / Ο ξένος,rebetiko,37.9995,23.7228
1947,Βασίλης Τσιτσάνης,Μαγκιώρα / Μόρτισσα,rebetiko,39.5561,21.7679
1948,Billie Holiday,I Love My Man / On the Sunny Side of the Street,jazz,39.9527,-75.1635
1948,Bobbejaan Schoepen,Geef mij maar de prairie / De jodelende fluiter,schlager; pop,51.0874,4.3667
1948,Bobbejaan Schoepen,Geef mij maar de prairie / Woedie de specht,pop,51.0874,4.3667
1949,Bobbejaan Schoepen,Uit mijn raam onder ’t dak / Bij die Tafelberg,schlager; pop,51.0874,4.3667
1948,Bobbejaan Schoepen,Koetje boe / De jodelende fluiter,schlager; pop,51.0874,4.3667
1948,Mahalia Jackson,If You See My Saviour / Dig A Little Deeper,gospel; blues,29.9561,-90.0734
1948,Σπύρος Περιστέρης,Τράβα τιμονιέρη / Πάλι κι απόψε θα τα πιω,rebetiko,38.4193,27.1285
1949,Johnny Mercer,Jingle Bells / Santa Claus Is Comin' to Town,jazz; pop; swing,32.079,-81.0921
1944,Josh White,Strange Fruit,folk; blues,34.8514,-82.3985
1941,Josh White,Southern Exposure,folk; blues; country blues,34.8514,-82.3985
1946,Erroll Garner,Piano,instrumental; jazz,40.4407,-80.0026
1949,Erroll Garner,Erroll Garner by Gas Light,jazz,40.4407,-80.0026
1949,Erroll Garner,Erroll Garner at the Piano,jazz,40.4407,-80.0026
1946,Erroll Garner,Piano Solos,instrumental; jazz,40.4407,-80.0026
1947,Ernest Tubb,Souvenir Album,country; classic country,31.2639,-98.5456
1946,Tex Beneke,The Whiffenpoof Song / Hey! Ba-Ba-Re-Bop,jazz; big band,32.7532,-97.3327
1949,George Morgan,Candy Kisses / Please Don't Let Me Love You,country,36.083,-87.7946
1948,George Shearing,Pianology,jazz,51.4708,-0.1722
1949,Bully Buhlan,Ich wollt' mich nicht in sie verlieben / Einmal nur,big band; schlager; jazz; pop,52.5174,13.3951
1949,Irma Baltuttis,Der Große Bär hat sieben kleine Sterne / Einen wie dich könnt ich lieben,schlager; pop,52.5203,13.403
1947,Woody Herman,Across the Alley From the Alamo / (There Is) No Greater Love,jazz; pop,43.0386,-87.9091
1944,Duke Ellington and His Orchestra,My Little Brown Book / Someone,jazz; big band,40.8079,-73.9455
1943,Mound City Blue Blowers,Freakish Blues / Tailspin Blues,jazz,38.6254,-90.19
1947,Mahalia Jackson,Move On Up A Little Higher,gospel,29.9561,-90.0734
1942,Duke Ellington and His Orchestra,Perdido / Raincheck,jazz; big band,40.8079,-73.9455
1945,The Nat King Cole Trio,"The Frim Fram Sauce / Come to Baby, Do!",jazz,34.0537,-118.2428
1949,Hank Williams,My Bucket's Got a Hole in It / I'm So Lonesome I Could Cry,country; honky tonk,33.6846,-86.8755
1946,Myra Taylor,The Spider and the Fly / Still Blue Water,jazz,39.0597,-94.8838
1946,Myra Taylor,Take It Easy Greasy / Tell Your Best Friend Nothin’,jazz; pop,39.0597,-94.8838
1948,Myra Taylor,Clinging Vine / It’s a Sin to Tell a Lie,jazz,39.0597,-94.8838
1947,Myra Taylor,Move Out / Quit Barking in My Rhubarb,jazz,39.0597,-94.8838
1947,Ralph Maria Siegel,"Heut' Abend lad' ich mir die Liebe ein / Reite, kleiner Reiter",schlager; pop,48.1371,11.5754
1947,Erwin Hartung,Negerwiegenlied / Ich tanz mit Frl. Dolly Swing,schlager; pop,53.1297,18.0294
1947,Bully Buhlan,Chattanooga Choo Choo,big band; swing; schlager; jazz; pop,52.5174,13.3951
1947,Walter Dobschinski,In the Mood,jazz; pop; swing,52.5174,13.3951
1947,Bully Buhlan,Ich mach' Musik,schlager; pop,52.5174,13.3951
1947,Bully Buhlan,Komm mit mir nach Tahiti,schlager; pop,52.5174,13.3951
1947,Detlev Lais,"Straßenbahn-Idyll / Nanu, du machst heut' so auf Liebe",schlager; pop,50.1106,8.6821
1943,Django Reinhardt,Oui / Manoir de mes rêves,jazz; swing,50.5136,4.4208
1947,The Andrews Sisters,Too Fat Polka / Your Red Wagon,pop,44.9773,-93.2655
1949,Al Morgan,Jealous Heart / Turnabout Is Fair Play,jazz; pop; big band,39.1015,-84.5125
1940,The Andrews Sisters,"Let's Have Another One / Say ""Si Si""",pop,44.9773,-93.2655
1940,Duke Ellington and His Orchestra,I Never Felt This Way Before / All Too Soon,jazz; big band; swing,40.8079,-73.9455
1940,The Andrews Sisters,"Say ""Si, Si"" / The Woodpecker Song",jazz; swing,44.9773,-93.2655
1940,Bing Crosby,Between 18th and 19th on Chestnut Street / Wrap Your Troubles in Dreams,pop,47.2455,-122.4383
1940,Bing Crosby,I’m Too Romantic / The Moon and the Willow Tree,pop,47.2455,-122.4383
1940,Bing Crosby,The Singing Hills / Devil May Care,pop,47.2455,-122.4383
1945,Bing Crosby,"Good, Good, Good (That’s You–That’s You) / Along the Navajo Trail",pop,47.2455,-122.4383
1940,Mary Martin,Mary Martin In An Album Of Cole Porter Songs,pop,32.759,-97.7971
1941,Tex Morton,Mandrake / Don’t Say Goodbye,country,-36.8521,174.7632
1941,Tex Morton,When the Cactus Is in Bloom / Rover No More,country,-36.8521,174.7632
1949,Tex Morton,Rock My Cradle Once Again / Just Because,country,-36.8521,174.7632
1949,Margaret Whiting,Have Yourself a Merry Little Christmas,pop,42.3316,-83.0466
1941,Big Joe Turner,Rocks in My Bed / Goin’ to Chicago Blues,chicago blues; blues,39.1001,-94.5781
1942,Big Joe Turner,Blues on Central Avenue / Sun Risin’ Blues,chicago blues; blues,39.1001,-94.5781
1947,Lys Assia,Es singen die Geigen,pop,47.4027,8.1274
1948,Lys Assia,"Möve, du fliegst in die Heimat",pop,47.4027,8.1274
1947,Lys Assia,Ich habe heut' ein kleines Rendez-vous,pop,47.4027,8.1274
1944,Lys Assia,Zwei Gitarren am Meer,pop,47.4027,8.1274
1948,Lys Assia,I ha hüt nacht vom Schätzli träumt,pop,47.4027,8.1274
1949,Lys Assia,"Ich glaube, dich hat mir der Herrgott geschickt",pop,47.4027,8.1274
1949,Lys Assia,Der erste Kuss,pop,47.4027,8.1274
1943,Lys Assia,Sternschnuppen / Herz ist Trumpf!,pop,47.4027,8.1274
1943,Willy Derby,Ik heb een tuintje met Havanna / Ome Jan,pop,52.08,4.3113
1949,Lys Assia,Lied der Köchin,pop,47.4027,8.1274
1948,Bully Buhlan,Gib mir einen Kuß durch's Telefon ! / Sieben auf einen Streich,pop,52.5174,13.3951
1947,Bully Buhlan,"Wunschballade / Ja, mein guter Freund, die Liebe !",schlager; pop,52.5174,13.3951
