release_year,artist_name,release_name,release_genres,lat,lon
1943,Bully Buhlan,Ich hab' die Liebe nicht erfunden / Chiquita,schlager; pop,52.5174,13.3951
1948,Lys Assia,Unter der roten Laterne von St. Pauli / Immer und ewig,schlager; pop,47.4027,8.1274
1943,Lys Assia,Liebesgeschichten,pop,47.4027,8.1274
1949,Ethel Smith,Christmas Music,easy listening,40.4407,-80.0026
1948,Pierre Roche,Je n’ai qu’un sou / Tant de monnaie,pop,49.4301,2.0823
1947,Walter Dobschinski,Du liebst mich nicht / Managua - Nicaragua,schlager; pop,52.5174,13.3951
1947,Walter Dobschinski,Boogie Woogie / Wenn ich dich seh',schlager; pop,52.5174,13.3951
1947,Walter Dobschinski,"Ay, Ay, Ay / Star Dust",big band; swing; schlager; jazz; pop,52.5174,13.3951
1947,Walter Dobschinski,"My Blue Heaven / Picke, Packe, Puck",schlager; pop,52.5174,13.3951
1947,Walter Dobschinski,"Ramona / Tico, Tico",schlager; pop,52.5174,13.3951
1948,Walter Dobschinski,"St. Louis Blues / Mañana, mañana",blues; latin; samba,52.5174,13.3951
1947,Walter Dobschinski,I Know Why / Begin the Beguine,schlager; pop,52.5174,13.3951
1948,Walter Dobschinski,"Urwald-revue, haha hahaha / Der Bart ist ab",jazz,52.5174,13.3951
1947,Margaret Whiting,What Are You Doing New Year's Eve / Don't Tell Me,pop,42.3316,-83.0466
1947,Lightnin’ Hopkins,Katie Mae Blues / That Mean Old Twister,blues; texas blues; country blues,31.2578,-95.9785
1949,Lightnin’ Hopkins,Baby Please Don't Go / Death Bells,blues; texas blues; electric blues,31.2578,-95.9785
1949,Lightnin’ Hopkins,Automobile / Zolo Go,texas blues; blues,31.2578,-95.9785
1949,The Nat King Cole Trio,"If You Stub Your Toe on the Moon / Don't Cry, Cry Baby",jazz; pop,34.0537,-118.2428
1947,Bing Crosby,White Christmas / God Rest Ye Merry Gentlemen,easy listening; pop,47.2455,-122.4383
1940,Bessie Smith,Empress Of The Blues,jazz; blues; vaudeville blues,35.0457,-85.3095
1949,Duke Ellington and His Orchestra,Duke Ellington's Liberian Suite,jazz; big band; swing,40.8079,-73.9455
1946,Kary Barnet,Warum ist die Banane gelb? / Im Paradies,swing; schlager; jazz; pop,50.0875,14.4213
1949,Teddy Wilson,Teddy Wilson And His Orchestra Featuring Billie Holiday,jazz; blues; swing,30.2711,-97.7437
1945,Georges Ulmer,Bing ! / Ma voiture contre une jeep,pop,55.6867,12.5701
1945,Georges Ulmer,Marie / Quand allons-nous nous marier ?,pop,55.6867,12.5701
1946,Georges Ulmer,Pigalle / Un petit bout de femme,pop,55.6867,12.5701
1946,Georges Ulmer,J’ai bu / Goût de miel,pop,55.6867,12.5701
1947,Georges Ulmer,Il jouait de la contrebasse / Parle-moi en français,pop,55.6867,12.5701
1949,Albert Ammons,Boogie Woogie Piano,boogie-woogie; jazz; blues,41.8756,-87.6244
1949,Sam Castendet et son orchestre antillais de “La Canne à Sucre”,Ravète modé / Eh alors,latin,48.8535,2.3484
1949,Sam Castendet et son orchestre antillais de “La Canne à Sucre”,Lévé yo ka / Manman’ ou tè bè,latin,48.8535,2.3484
1946,James P. Johnson,Fats Waller Favorites,jazz,40.4951,-74.4439
1945,Amália Rodrigues,Mouraria / Carmencita,fado,38.7078,-9.1366
1941,Pete Johnson,8 to the Bar (Two Piano Boogie Woogie for Dancing),boogie-woogie; jazz,39.1001,-94.5781
1949,Count Basie,Count Basie Dance Parade,jazz; big band,40.3471,-74.0643
1949,Bing Crosby,Sings Songs by Jerome Kern,jazz; pop,47.2455,-122.4383
1949,Bing Crosby,Sings Songs by George Gershwin,pop,47.2455,-122.4383
1946,The Andrews Sisters,The Andrews Sisters,jazz; big band; swing,44.9773,-93.2655
1942,Chas Dolne,Parade des Pingouins / Rhytmes de L'Est,jazz; swing,50.6451,5.5736
1947,The Andrews Sisters,A Collection of Tropical Songs,pop,44.9773,-93.2655
1941,The Count Basie Orchestra,"Decca Presents One O'Clock Jump: An Album Of ""Jump"" Music Played By Count Basie And His Orchestra",jazz; big band; swing,39.1001,-94.5781
1949,Frankie Laine,Mule Train / Carry Me Back to Old Virginney,country; big band; jazz; pop,41.8801,-87.6668
1948,Dr. Samuel J. Hoffman,Perfume Set to Music,easy listening; jazz; pop; classical,40.758,-73.9855
1940,Josh White,Harlem Blues,folk; blues,34.8514,-82.3985
1946,Lead Belly,Negroe Folksongs Sung by Lead Belly,country blues; blues,32.6876,-93.961
1944,Fats Waller,Favorites,ballad; swing; jazz; pop,40.7127,-74.006
1943,Fats Waller,Waller on the Ivories,jazz,40.7127,-74.006
1942,The Count Basie Orchestra,One O’Clock Jump / Minnie the Moocher,jazz; big band,39.1001,-94.5781
1944,Lena Horne,Diga Diga Do / There’s No Two Ways About Love / Good for Nothin’ Joe,jazz; pop; big band,40.6834,-73.9412
1949,Charlie Parker,Bird Blows the Blues,jazz,39.1001,-94.5781
1941,John Ouwerx,Medley N°1,jazz; swing,50.5977,4.3236
1940,George Gershwin,George Gershwin’s Porgy and Bess,opera,40.6526,-73.9497
1940,Duke Ellington and His Orchestra,Do Nothing Till You Hear From Me / Me and You,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,After All / John Hardy's Wife,jazz; big band,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Sepia Panorama / Harlem Air-Shaft,jazz; big band; swing,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Jack the Bear / Morning Glory,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Jump for Joy / The Brown-Skin Gal,musical; jazz,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Jubilee Stomp / Country Gal,jazz; big band,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Five O'Clock Whistle / There Shall Be No Night,jazz; swing,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Dusk / Blue Goose,jazz; swing,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Solitude / Mood Indigo,jazz; big band,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Warm Valley / The Flaming Sword,jazz; pop; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Ko-Ko / Conga Brava,jazz,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,"You, You Darlin' / So Far, So Good",jazz; big band,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,A Portrait of Bert Williams / Bojangles,jazz; big band,40.8079,-73.9455
1940,Duke Ellington and His Orchestra,Don't Get Around Much Anymore / Cotton Tail,jazz; big band; swing,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Stompy Jones / Blue Feeling,jazz; big band,40.8079,-73.9455
1942,Gene Autry,Tweedle-O-Twill / Take Me Back Into Your Heart,country; hillbilly,33.4678,-96.9152
1941,Duke Ellington and His Orchestra,Rocks in My Bed / Bli-Blip,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Five O'Clock Whistle / A-La-Bridges,jazz; swing,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Clementine / Five O'Clock Drag,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Just A-Settin' and A-Rockin' / Moon Over Cuba,jazz; swing,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Blue Serge / Jumpin' Punkins,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,"Stormy Weather / Oh, Babe! Maybe Someday",jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Bakiff / The Giddybug Gallop,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,My Greatest Mistake / At a Dixie Roadside Diner,jazz; big band,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Braggin' in Brass / The New East St. Louis Toodle-O,jazz; big band; swing,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,Chlo-e (Song of the Swamp) / Across the Track Blues,jazz; swing,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Delta Serenade / John Hardy's Wife,jazz; big band,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Drop Me Off at Harlem / Clarinet Lament,jazz; big band,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,"""C"" Blues / Jump for Joy",jazz,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Ring Dem Bells / Perdido,jazz; big band; swing,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Lazy (Swanee) Rhapsody / Trumpet in Spades,jazz,40.8079,-73.9455
1942,Duke Ellington and His Orchestra,I Don't Know What Kind of Blues I Got / Are You Sticking?,jazz; swing,40.8079,-73.9455
1942,Duke Ellington and His Orchestra,Creole Love Call / Saturday Night Function,jazz; swing,40.8079,-73.9455
1942,Duke Ellington and His Orchestra,What Good Would It Do? / Chelsea Bridge,jazz,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Don’t Get Around Much Anymore / Warm Valley,jazz; big band; swing,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Mood Indigo / Are You Stickin’?,big band; swing; jazz; blues,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Drop Me Off at Harlem / Mood Indigo,jazz; swing,40.8079,-73.9455
1942,Duke Ellington and His Orchestra,"Hayfoot, Strawfoot / Sherman Shuffle",jazz; big band,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Saddest Tale / Bundle of Blues,jazz; big band; swing,40.8079,-73.9455
1941,Duke Ellington and His Orchestra,The New Black and Tan Fantasy (Part 1 and 2),jazz; big band,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,Sump'n 'Bout Rhythm / Margie,jazz; big band,40.8079,-73.9455
1943,Duke Ellington and His Orchestra,A Slip of the Lip / Sentimental Lady,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,(All of a Sudden) My Heart Sings / Carnegie Blues,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington,The Minor Goes Muggin’ / Tonight I Shall Sleep (With a Smile on My Face),jazz; big band; swing,38.8938,-76.988
1944,Glenn Miller,Embraceable You / G. I. Jive / Sophisticated Lady / Azure,jazz; swing,40.739,-95.0371
1944,Duke Ellington and His Orchestra,The Mood to Be Wooed / My Little Brown Book,jazz; big band,40.8079,-73.9455
1944,Duke Ellington and His Orchestra,You Always Hurt the One You Love / Just Friends / Things Ain’t What They Used to Be,jazz; pop; big band,40.8079,-73.9455
1944,Duke Ellington and His Orchestra,Take the “A” Train / Sentimental Lady / Flamingo,big band; swing; jazz; pop,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,John Hardy's Wife / Bakiff,jazz; big band,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Carnegie Blues / The Mood to Be Wooed,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,I'm Beginning to See the Light / I Ain't Got Nothing but the Blues,jazz; big band; swing,40.8079,-73.9455
1944,Duke Ellington and His Orchestra,Main Stem / Johnny Come Lately,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,(Otto Make That) Riff Staccato / Everything but You,jazz; big band,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Going Out the Back Way / Johnny Come Lately,jazz,40.8079,-73.9455
1944,Duke Ellington and His Orchestra,Main Stem / After All,jazz; swing,40.8079,-73.9455
1944,Duke Ellington and His Orchestra,I Don't Mind / What Am I Here For?,jazz; big band,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Harlem Airshaft / High Tide (I Ain’t Mad at You),jazz; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,"Come to Baby, Do! / Tell Ya What I'm Gonna Do",jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Every Hour on the Hour / Time's a Wastin',jazz; big band,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Perfume Suite,jazz; big band,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Kissing Bug / Carnegie Blues / Stompin’ at the Savoy,big band; swing; jazz; pop,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Kissing Bug / Mood to Be Wooed,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,"Take the ""A"" Train / Just A-Settin' and A-Rockin'",jazz; big band,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Hollywood Hangover / “C” Jam Blues,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Hop Skip Jump / Main Stem / For Dancers Only / White Heat,jazz; swing,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Esquire Swank / Mean to Me / Caldonia,jazz; big band; swing,40.8079,-73.9455
1946,The Count Basie Orchestra,Old Manuscript / Frantic Fantasy,jazz; big band; swing,39.1001,-94.5781
1946,Duke Ellington and His Orchestra,In the Shade of the Old Apple Tree / Convoy,jazz; big band,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,I Got It Bad and That Ain't Good / I Didn't Know About You,jazz; big band,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Unbooted Character / Blue and Melancholy Mood / Put the Blame on Mame,big band; swing; jazz; pop,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Kissing Bug / Everything but You,jazz; big band; swing,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,"Black, Brown, and Beige",jazz; blues,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Frankie and Johnnie,jazz; big band; swing,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Just Squeeze Me (But Don't Tease Me) / Swamp Fire,jazz,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Frankie & Johnny / Frankie & Johnny Part 2,jazz; big band; swing,40.8079,-73.9455
1945,Duke Ellington and His Orchestra,Strange Feeling / Balcony Serenade,jazz; big band,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,I'm Beginning to See the Light / I Don't Know What Kind of Blues I Got,jazz; big band; swing,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,New World a Comin’,jazz; big band,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Happy Go Lucky Local,jazz,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Golden Feather / Trumpet No End (Blue Skies),jazz,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Clementine (Clementina) / Raincheck,jazz; big band; swing,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Tulip or Turnip / Flippant Flurry,jazz; swing,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Harlem Air-Shaft / Five O'Clock Drag,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Going Out the Back Way / Chelsea Bridge,jazz; big band; swing,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Diminuendo in Blue / Magenta Haze,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,"Put Yourself in My Place, Baby / The Wildest Gal in Town",jazz; big band; swing,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Sultry Sunset / Jam-A-Ditty,jazz; swing,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,"Magenta Haze / Tell Me, Dream Face",jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,The Golden Cress / Sultry Sunset,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,"Baby, When You Ain't There / Exposition Swing",jazz,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Every Hour on the Hour / Gonna Fall in Love With You,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Jam-A-Ditty / Diminuendo in Blue,jazz; big band,40.8079,-73.9455
1946,Duke Ellington and His Orchestra,Stepping Into Swing Society / Country Gal,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Deep South Suite,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,It Shouldn't Happen to a Dream / Trumpet No End (Blue Skies),jazz; big band,40.8079,-73.9455
1941,Judy Garland,The Birthday Of A King / The Star Of The East,pop,47.2372,-93.5302
1946,Duke Ellington and His Orchestra,Esquire Swank / Midriff,jazz; swing,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Riding on a Blue Note / Magenta Haze,cool jazz; jazz,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,I Let a Song Go Out of My Heart / Mighty Like the Blues,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,I’m Checkin’ Out Goom‐Bye / Tootin’ Through the Roof / High Society,jazz; pop; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,I'm Just a Lucky So-And-So / Just Squeeze Me,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,The Beautiful Indians,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Main Stem / Sherman Shuffle,jazz; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Sophisticated Lady / On the Sunny Side of the Street / I Can’t Give You Anything but Love / It Don’t Mean a Thing,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Warm Valley / The Giddybug Gallop,jazz; big band; swing,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Overture to a Jam Session,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,My Honey's Lovin' Arms / Suddenly It Jumped,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Bundle of Blues / Stormy Weather,jazz; blues; big band,40.8079,-73.9455
1947,Duke Ellington and His Orchestra,Deep South Suite,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,"Don't Be So Mean to Baby (Cause Baby's So Good to You) / It's Mad, Mad, Mad!",jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Do Nothing Till You Hear From Me / Sultry Serenade,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Caravan / In a Sentimental Mood,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Black and Tan Fantasy,jazz,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Frankie and Johnnie / Memphis Blues,jazz; big band; swing,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,What Am I Here For? / Sentimental Lady,jazz; big band,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Boy Meets Horn / The Sergeant Was Shy,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Transblucency / St. Louis Blues,jazz; swing,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,In a Mellotone / Johnny Come Lately,jazz; big band; swing,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Singin' in the Rain / Don't Get Around Much Anymore,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Don't Get Around Much Anymore / The Sidewalks of New York,jazz,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Body and Soul / Hy'a Sue,jazz,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,You of All People / The Creole Love Call,jazz,40.8079,-73.9455
1948,Hank D'Amico,Mad About the Boy / Ellington Mood / Air Conditioned Jungle,jazz; swing,43.1573,-77.6152
1948,Duke Ellington and His Orchestra,Lady of the Lavender Mist / Don't Be So Mean Baby,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,A Gypsy Without a Song / Portrait of the Lion,jazz; swing,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,The Tattooed Bride,jazz,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Crescendo in Blue / Harmony in Harlem,jazz; blues,40.8079,-73.9455
1948,Duke Ellington and His Orchestra,Shine / Ebony Rhapsody,jazz,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Braggin’ in Brass / Smorgasbord and Schnapps,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,I Could Get a Man / Take Love Easy,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Stomp Look and Listen / Air Conditioned Jungle,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Women / Change My Ways,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Beale Street Blues / Rockabye River,jazz,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Warm Valley / Suddenly It Jumped,jazz; swing,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,The New East St. Louis Toodle‐O / The Gal From Joe’s,jazz; swing,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Rose of Rio Grande / Solid Old Man,jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,"Time's A-Wastin' / Hayfoot, Strawfoot",jazz; big band,40.8079,-73.9455
1949,Duke Ellington and His Orchestra,Cotton Club Stomp / The Sergeant Was Shy,jazz; big band,40.8079,-73.9455
1940,Bing Crosby,Sierra Sue / Marchéta (A Love Song of Old Mexico),jazz; pop,47.2455,-122.4383
1940,Bing Crosby,Please / You Are the One,pop,47.2455,-122.4383
1940,Bing Crosby,A Song of Old Hawaii / Trade Winds,pop,47.2455,-122.4383
1947,Bing Crosby,Alexander’s Ragtime Band / The Spaniard That Blighted My Life,pop,47.2455,-122.4383
1942,Bing Crosby,Moonlight Becomes You / Constantly,jazz; pop,47.2455,-122.4383
1947,Bing Crosby,Now Is the Hour (Maori Farewell Song) / Silver Threads Among the Gold,pop,47.2455,-122.4383
1948,Bing Crosby,Far Away Places / Tarra Ta‐Lara Ta‐Lar,pop,47.2455,-122.4383
1949,Bing Crosby,Mule Train / Dear Hearts and Gentle People,pop,47.2455,-122.4383
1947,Doris Day,That's the Way He Does It / Why Should We Both Be Lonely,pop,39.1015,-84.5125
1947,Doris Day,I'm Still Sitting Under the Apple Tree / When Tonight Is Just a Memory,pop,39.1015,-84.5125
1948,Doris Day,I've Only Myself to Blame / Thoughtless,pop,39.1015,-84.5125
1941,Doris Day,"Alexander the Swoose / Keep Cool, Fool",pop,39.1015,-84.5125
1946,Doris Day,Too Marvellous for Words / With a Song in My Heart,pop,39.1015,-84.5125
1947,Bing Crosby,A Toast to Irving Berlin / Sitting Under the Apple Tree / Just a Little Bit Longer,jazz; pop; big band,47.2455,-122.4383
1947,Doris Day,"Papa, Won't You Dance With Me? / Say Something Nice About Me",pop,39.1015,-84.5125
1947,Doris Day,It Takes Time / Pete,pop,39.1015,-84.5125
1947,Doris Day,A Chocolate Sundae on a Saturday Night / Just an Old Love of Mine,pop,39.1015,-84.5125
1947,Doris Day,"Tell Me, Dream Face (What Am I to You?) / My Young and Foolish Heart",pop,39.1015,-84.5125
1946,Champion Jack Dupree,Champion Jack Dupree and His Piano,piano blues; blues,29.9561,-90.0734
1949,Doris Day,Land of Love / The Last Mile Home,jazz; pop; big band,39.1015,-84.5125
1949,Doris Day,Canadian Capers / The Seine,jazz; pop,39.1015,-84.5125
1948,Mary Ann McCall,Money Is Honey / My Young and Foolish Heart,pop,39.9527,-75.1635
1949,Doris Day,Don't Gamble With Romance / I'm Beginning to Miss You,pop,39.1015,-84.5125
1949,Doris Day,I'll String Along With You / The Last Mile Home,pop,39.1015,-84.5125
1949,Dinah Shore,Homework / You Can Have Him,pop,35.186,-86.1118
1949,Doris Day,There's a Bluebird on Your Windowsill / The River Seine,pop,39.1015,-84.5125
1949,Doris Day,My Dream Is Yours / I'll String Along With You,pop,39.1015,-84.5125
1949,Doris Day,"How It Lies, How It Lies, How It Lies! / If I Could Be With You",pop,39.1015,-84.5125
1948,Doris Day,The Three Rivers / Festival of Roses,pop,39.1015,-84.5125
1949,Frank Sinatra,Let's Take an Old-Fashioned Walk / Just One Way to Say I Love You,pop,40.7433,-74.0324
1949,Doris Day,If You Will Marry Me / You Was,jazz; pop; big band,39.1015,-84.5125
1949,Doris Day,Marriage Ties / Hoop-Dee-Doo,pop,39.1015,-84.5125
1949,Doris Day,Pretty Baby / Just Imagine,pop,39.1015,-84.5125
1949,Doris Day,Sentimental Journey / I Got the Sun in the Morning,pop; big band,39.1015,-84.5125
1949,Doris Day,(Where Are You) Now That I Need You / Blame My Absent-Minded Heart,pop,39.1015,-84.5125
1949,Doris Day,It's a Great Feeling / At the Café Rendezvous,musical; pop,39.1015,-84.5125
1949,Doris Day,Someone Like You / My Dream Is Yours,pop,39.1015,-84.5125
1949,Doris Day,Everywhere You Go / Again,pop,39.1015,-84.5125
1941,Django Reinhardt,Swing 42 / Stockholm,jazz; swing,50.5136,4.4208
1941,Django Reinhardt,All of Me / Swingtime in Springtime,jazz; swing,50.5136,4.4208
1945,Fritz Kreisler,These Are My Favorites,classical,48.2084,16.3725
1941,Ludwig van Beethoven,Piano Concerto no. 5 in E‐flat “Emperor”,concerto; romantic classical,50.7353,7.1025
1947,Hank Williams,Move It On Over / I Heard You Crying in Your Sleep,country; honky tonk,33.6846,-86.8755
1945,Пётр Ильич Чайковский,Nutcracker Suite,classical,57.0525,53.9906
1940,Gene Autry,Goodbye Little Darlin' Goodbye / When I'm Gone You'll Soon Forget,country,33.4678,-96.9152
1942,Gene Autry,Deep in the Heart of Texas / Keep Rollin' Lazy Longhorns,country,33.4678,-96.9152
1944,Gene Autry,Don't Fence Me In / Gonna Build a Big Fence Around Texas,country,33.4678,-96.9152
1947,Bill Monroe and the Bluegrass Boys,Blue Moon of Kentucky / Goodbye Old Pal,bluegrass,33.7545,-84.3898
1945,Frankie Laine,That's Liberty / In the Wee Small Hours,jazz; pop,41.8801,-87.6668
1941,Ray Noble and His Orchestra,My Wild Irish Rose / A Little Bit of Blarney,pop,51.5074,-0.1278
1945,Ray Noble and His Orchestra,"Sweet Dreams, Sweetheart / How Bright the Stars",jazz,51.5074,-0.1278
1945,Ray Noble and His Orchestra,Full Moon and Empty Arms / It Might as Well Be Spring,easy listening; jazz; pop,51.5074,-0.1278
1941,Ray Noble and His Orchestra,Kiss the Boys Goodbye / Is That Good?,pop,51.5074,-0.1278
1940,Ray Noble and His Orchestra,That's for Me / Rhythm on the River,jazz; big band,51.5074,-0.1278
1940,Ray Noble and His Orchestra,Captain Custard / Sweet Potato Piper,jazz; pop; big band,51.5074,-0.1278
1945,Ray Noble and His Orchestra,So-o-o-o in Love / I Wish That I Wish Tonight,pop,51.5074,-0.1278
1942,Ray Noble and His Orchestra,Goodnight Sweetheart / The Very Thought of You,jazz; pop; big band,51.5074,-0.1278
1945,Ray Noble and His Orchestra,What a Sweet Surprise / The Charm of You,jazz; big band,51.5074,-0.1278
1941,Ray Noble and His Orchestra,Is It Possible? / Tonight,jazz; pop; big band,51.5074,-0.1278
1941,Ray Noble and His Orchestra,I'm Waiting for Ships That Never Come In / We Three,jazz; pop; big band,51.5074,-0.1278
1946,Ray Noble and His Orchestra,"Sweet Dreams, Sweetheart / Linda",jazz; swing,51.5074,-0.1278
1945,Ray Noble and His Orchestra,"Cuddles / I'll Be Walkin' With My Honey (Soon, Soon, Soon)",jazz; pop,51.5074,-0.1278
1942,Ray Noble and His Orchestra,Friday Night at the Hartys / Saturday Night at the Nobles,jazz; big band,51.5074,-0.1278
1945,Ray Noble and His Orchestra,Deep River / The Wish That I Wish Tonight / So in Love,big band; swing; jazz; pop,51.5074,-0.1278
1940,Ray Noble and His Orchestra,From Oakland to Burbank / Harlem Nocturne,jazz; swing,51.5074,-0.1278
1940,Ray Noble and His Orchestra,Maybe / I'll Never Smile Again,jazz; pop,51.5074,-0.1278
1941,Ray Noble and His Orchestra,"Believe Me, If All Those Endearing Young Charms / A Grecian Melody",jazz; big band,51.5074,-0.1278
1940,Ray Noble and His Orchestra,Seminole / Sleepy Time Gal,pop,51.5074,-0.1278
1941,Ray Noble and His Orchestra,If It's You / Harbor of Dreams,jazz; pop; big band,51.5074,-0.1278
1942,Ray Noble and His Orchestra,Isola Bella / Is That Good?,jazz; pop,51.5074,-0.1278
1940,Ray Noble and His Orchestra,Carolina in the Morning / If I Had My Way,pop,51.5074,-0.1278
